Codigo do Municipio;Municipios;Territorio de Identidade;Ano;total_homens;total_mulheres;Total_urb                                                                          ;Homem_urb;Mulher_urb;Total_rural;Homem_rural;Mulher_rural
2912806;Ibirapoã;Extremo Sul;2000;3625;3471;3573;1796;1777;3523;1829;1694
2912905;Ibirataia;Médio Rio de Contas;2000;12310;12431;18726;9170;9556;6015;3140;2875
2913002;Ibitiara;Chapada Diamantina;2000;7125;7318;2714;1261;1453;11729;5864;5865
2913101;Ibititá;Irecê;2000;9174;8731;8060;4023;4037;9845;5151;4694
2913200;Ibotirama;Velho Chico;2000;12313;11836;16384;8106;8278;7765;4207;3558
2913309;Ichu;Sisal;2000;2783;2810;2663;1313;1350;2930;1470;1460
2913408;Igaporã;Velho Chico;2000;7326;7231;7101;3434;3667;7456;3892;3564
2913457;Igrapiúna;Baixo Sul;2000;7927;7033;2377;1175;1202;12583;6752;5831
2913507;Iguaí;Médio Sudoeste da Bahia;2000;12953;12181;12557;6274;6283;12577;6679;5898
2913606;Ilhéus;Litoral Sul;2000;110445;111682;162125;78680;83445;60002;31765;28237
2913705;Inhambupe;Litoral Norte e Agreste Baiano;2000;14818;14771;12581;6074;6507;17008;8744;8264
2913804;Ipecaetá;Portal do Sertão;2000;9049;9334;2065;1013;1052;16318;8036;8282
2913903;Ipiaú;Médio Rio de Contas;2000;21464;22157;37924;18406;19518;5697;3058;2639
2914000;Ipirá;Bacia do Jacuípe;2000;30476;31270;23320;10967;12353;38426;19509;18917
2914109;Ipupiara;Irecê;2000;4372;4169;5184;2590;2594;3357;1782;1575
2914208;Irajuba;Vale de Jequiriçá;2000;3286;3076;2717;1361;1356;3645;1925;1720
2914307;Iramaia;Chapada Diamantina;2000;8960;8593;7682;3795;3887;9871;5165;4706
2914406;Iraquara;Chapada Diamantina;2000;9065;9269;5330;2570;2760;13004;6495;6509
2914505;Irará;Portal do Sertão;2000;12417;12746;8657;4053;4604;16506;8364;8142
2914604;Irecê;Irecê;2000;28203;29233;53143;25948;27195;4293;2255;2038
2914653;Itabela;Costa do Descobrimento;2000;13207;12539;18837;9544;9293;6909;3663;3246
2914703;Itaberaba;Piemonte do Paraguaçu;2000;28760;30183;44517;21138;23379;14426;7622;6804
2914802;Itabuna;Litoral Sul;2000;94385;102290;191184;91387;99797;5491;2998;2493
2914901;Itacaré;Litoral Sul;2000;9614;8506;7951;4036;3915;10169;5578;4591
2915007;Itaeté;Chapada Diamantina;2000;7102;6904;5454;2630;2824;8552;4472;4080
2915106;Itagi;Médio Rio de Contas;2000;7471;7158;9986;4991;4995;4643;2480;2163
2915205;Itagibá;Médio Rio de Contas;2000;8900;8291;8767;4368;4399;8424;4532;3892
2915304;Itagimirim;Costa do Descobrimento;2000;3959;3769;5941;3014;2927;1787;945;842
2915353;Itaguaçu da Bahia;Irecê;2000;5936;5373;1987;992;995;9322;4944;4378
2915403;Itaju do Colônia;Litoral Sul;2000;4373;4207;6441;3171;3270;2139;1202;937
2915502;Itajuípe;Litoral Sul;2000;11403;11108;16123;7989;8134;6388;3414;2974
2915601;Itamaraju;Extremo Sul;2000;32318;31826;48037;23599;24438;16107;8719;7388
2915700;Itamari;Médio Rio de Contas;2000;4370;3977;5488;2785;2703;2859;1585;1274
2915809;Itambé;Médio Sudoeste da Bahia;2000;15244;15606;22175;10918;11257;8675;4326;4349
2915908;Itanagra;Litoral Norte e Agreste Baiano;2000;3308;3062;1859;954;905;4511;2354;2157
2916005;Itanhém;Extremo Sul;2000;10880;10454;14090;6965;7125;7244;3915;3329
2916104;Itaparica;Metropolitana de Salvador;2000;9318;9627;18945;9318;9627;0;0;0
2916203;Itapé;Litoral Sul;2000;7270;7369;8666;4153;4513;5973;3117;2856
2916302;Itapebi;Costa do Descobrimento;2000;5778;5348;8542;4338;4204;2584;1440;1144
2916401;Itapetinga;Médio Sudoeste da Bahia;2000;28530;29401;55182;26991;28191;2749;1539;1210
2916500;Itapicuru;Litoral Norte e Agreste Baiano;2000;13979;13336;5085;2443;2642;22230;11536;10694
2916609;Itapitanga;Litoral Sul;2000;5310;5072;7095;3524;3571;3287;1786;1501
2916708;Itaquara;Vale de Jequiriçá;2000;4011;3850;4165;2068;2097;3696;1943;1753
2916807;Itarantim;Médio Sudoeste da Bahia;2000;8718;8205;12960;6492;6468;3963;2226;1737
2916856;Itatim;Piemonte do Paraguaçu;2000;6371;6329;8700;4249;4451;4000;2122;1878
2916906;Itiruçu;Vale de Jequiriçá;2000;6663;6922;9871;4730;5141;3714;1933;1781
2917003;Itiúba;Sisal;2000;18023;17520;8864;4262;4602;26679;13761;12918
2917102;Itororó;Médio Sudoeste da Bahia;2000;10016;9783;16627;8247;8380;3172;1769;1403
2917201;Ituaçu;Sertão Produtivo;2000;8552;8716;4429;2077;2352;12839;6475;6364
2917300;Ituberá;Baixo Sul;2000;12226;11907;15910;7714;8196;8223;4512;3711
2917334;Iuiu;Sertão Produtivo;2000;5444;5045;4571;2297;2274;5918;3147;2771
2917359;Jaborandi;Bacia do Rio Corrente;2000;5333;4955;2023;971;1052;8265;4362;3903
2917409;Jacaraci;Vitória da Conquista;2000;6778;6742;3651;1785;1866;9869;4993;4876
2917508;Jacobina;Piemonte da Diamantina;2000;37422;39070;52088;24922;27166;24404;12500;11904
2917607;Jaguaquara;Vale de Jequiriçá;2000;23093;23528;35103;16956;18147;11518;6137;5381
2917706;Jaguarari;Piemonte Norte do Itapicuru;2000;13944;13468;13381;6564;6817;14031;7380;6651
2917805;Jaguaripe;Baixo Sul;2000;6890;6532;4632;2320;2312;8790;4570;4220
2917904;Jandaíra;Litoral Norte e Agreste Baiano;2000;5207;4820;5507;2819;2688;4520;2388;2132
2918001;Jequié;Médio Rio de Contas;2000;71899;75303;130296;62749;67547;16906;9150;7756
2918100;Jeremoabo;Semi-Árido Nordeste II;2000;17786;17130;14764;7162;7602;20152;10624;9528
2918209;Jiquiriçá;Vale de Jequiriçá;2000;6992;6646;4588;2193;2395;9050;4799;4251
2918308;Jitaúna;Médio Rio de Contas;2000;10738;10318;9568;4777;4791;11488;5961;5527
2918357;João Dourado;Irecê;2000;9640;9327;11441;5745;5696;7526;3895;3631
2918407;Juazeiro;Sertão do São Francisco;2000;86339;88228;133278;64509;68769;41289;21830;19459
2918456;Jucuruçu;Extremo Sul;2000;6555;5822;1850;943;907;10527;5612;4915
2918506;Jussara;Irecê;2000;7967;7372;9865;5059;4806;5474;2908;2566
2918555;Jussari;Litoral Sul;2000;3908;3648;5124;2591;2533;2432;1317;1115
2918605;Jussiape;Chapada Diamantina;2000;4847;5204;3766;1812;1954;6285;3035;3250
2918704;Lafayette Coutinho;Vale de Jequiriçá;2000;2141;1961;1921;954;967;2181;1187;994
2919058;Lagedo do Tabocal;Vale de Jequiriçá;2000;4103;3997;4608;2275;2333;3492;1828;1664
2918753;Lagoa Real;Sertão Produtivo;2000;6573;6192;2006;961;1045;10759;5612;5147
2918803;Laje;Vale de Jequiriçá;2000;10028;9573;5118;2462;2656;14483;7566;6917
2918902;Lajedão;Extremo Sul;2000;1733;1676;1852;899;953;1557;834;723
2919009;Lajedinho;Piemonte do Paraguaçu;2000;2245;2107;1154;573;581;3198;1672;1526
2919108;Lamarão;Sisal;2000;4812;4711;1928;941;987;7595;3871;3724
2919157;Lapão;Irecê;2000;12646;12081;9222;4609;4613;15505;8037;7468
2919207;Lauro de Freitas;Metropolitana de Salvador;2000;55529;58014;108385;52924;55461;5158;2605;2553
2919306;Lençóis;Chapada Diamantina;2000;4417;4493;6395;3108;3287;2515;1309;1206
2919405;Licínio de Almeida;Vitória da Conquista;2000;6305;6044;5957;2929;3028;6392;3376;3016
2919504;Livramento de N. Senhora;Sertão Produtivo;2000;19202;18823;16724;8124;8600;21301;11078;10223
2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2000;;;;;;;;
2919603;Macajuba;Piemonte do Paraguaçu;2000;5728;5746;4405;2128;2277;7069;3600;3469
2919702;Macarani;Médio Sudoeste da Bahia;2000;7388;7206;10719;5236;5483;3875;2152;1723
2919801;Macaúbas;Bacia do Paramirim;2000;20816;20990;11681;5567;6114;30125;15249;14876
2919900;Macururé;Itaparica;2000;4248;4364;2355;1085;1270;6257;3163;3094
2919926;Madre de Deus;Metropolitana de Salvador;2000;5913;6123;11599;5683;5916;437;230;207
2919959;Maetinga;Vitória da Conquista;2000;7001;6685;1974;996;978;11712;6005;5707
2920007;Maiquinique;Médio Sudoeste da Bahia;2000;3789;3537;5208;2626;2582;2118;1163;955
2920106;Mairi;Bacia do Jacuípe;2000;9918;10167;9595;4534;5061;10490;5384;5106
2920205;Malhada;Velho Chico;2000;8003;7611;6073;3027;3046;9541;4976;4565
2920304;Malhada de Pedras;Sertão Produtivo;2000;4300;4126;2348;1173;1175;6078;3127;2951
2920403;Manoel Vitorino;Médio Rio de Contas;2000;8427;8277;6783;3321;3462;9921;5106;4815
2920452;Mansidão;Bacia do Rio Grande;2000;5799;5247;2334;1166;1168;8712;4633;4079
2920502;Maracás;Vale de Jequiriçá;2000;15868;15815;18516;8979;9537;13167;6889;6278
2920601;Maragogipe;Recôncavo;2000;20284;20030;21043;10127;10916;19271;10157;9114
2920700;Maraú;Litoral Sul;2000;9720;8646;2849;1393;1456;15517;8327;7190
2920809;Marcionílio Souza;Chapada Diamantina;2000;5438;5337;5097;2468;2629;5678;2970;2708
2920908;Mascote;Litoral Sul;2000;8207;7886;11853;5921;5932;4240;2286;1954
2921005;Mata de São João;Litoral Norte e Agreste Baiano;2000;16382;16186;24969;12318;12651;7599;4064;3535
2921054;Matina;Velho Chico;2000;5230;5012;2759;1345;1414;7483;3885;3598
2921104;Medeiros Neto;Extremo Sul;2000;10701;10534;16027;7898;8129;5208;2803;2405
2921203;Miguel Calmon;Piemonte da Diamantina;2000;14222;14045;14819;7123;7696;13448;7099;6349
2921302;Milagres;Vale de Jequiriçá;2000;5965;6102;9359;4556;4803;2708;1409;1299
2921401;Mirangaba;Piemonte da Diamantina;2000;7156;7105;4713;2286;2427;9548;4870;4678
2921450;Mirante;Vitória da Conquista;2000;6808;6858;1279;631;648;12387;6177;6210
2921500;Monte Santo;Sisal;2000;28016;26536;7226;3476;3750;47326;24540;22786
2921609;Morpará;Velho Chico;2000;4419;4178;5494;2726;2768;3103;1693;1410
2921708;Morro do Chapéu;Chapada Diamantina;2000;17402;17092;19793;9539;10254;14701;7863;6838
2921807;Mortugaba;Vitória da Conquista;2000;6205;6393;4994;2385;2609;7604;3820;3784
2921906;Mucugê;Chapada Diamantina;2000;6905;6777;3317;1608;1709;10365;5297;5068
2922003;Mucuri;Extremo Sul;2000;14328;13734;18685;9318;9367;9377;5010;4367
2922052;Mulungu do Morro;Irecê;2000;7542;7577;6159;3070;3089;8960;4472;4488
2922102;Mundo Novo;Piemonte do Paraguaçu;2000;10716;10557;11129;5398;5731;10144;5318;4826
2922201;Muniz Ferreira;Recôncavo;2000;3552;3389;3301;1637;1664;3640;1915;1725
2922250;Muquém do São Francisco;Velho Chico;2000;4819;4233;997;518;479;8055;4301;3754
2922300;Muritiba;Recôncavo;2000;14643;16001;17905;8371;9534;12739;6272;6467
2922409;Mutuípe;Vale de Jequiriçá;2000;10137;10325;8984;4186;4798;11478;5951;5527
2922508;Nazaré;Recôncavo;2000;12742;13623;23011;10969;12042;3354;1773;1581
2922607;Nilo Peçanha;Baixo Sul;2000;5873;5340;2495;1262;1233;8718;4611;4107
2922656;Nordestina;Sisal;2000;6124;5676;2875;1444;1431;8925;4680;4245
2922706;Nova Canaã;Médio Sudoeste da Bahia;2000;7952;7414;5973;2959;3014;9393;4993;4400
2922730;Nova Fátima;Bacia do Jacuípe;2000;3779;3757;4441;2150;2291;3095;1629;1466
2922755;Nova Ibiá;Médio Rio de Contas;2000;3669;3497;2534;1253;1281;4632;2416;2216
2922805;Nova Itarana;Vale de Jequiriçá;2000;3311;3281;2497;1228;1269;4095;2083;2012
2922854;Nova Redenção;Chapada Diamantina;2000;4384;4252;4492;2201;2291;4144;2183;1961
2922904;Nova Soure;Semi-Árido Nordeste II;2000;12334;12071;10869;5216;5653;13536;7118;6418
2923001;Nova Viçosa;Extremo Sul;2000;16272;15804;24636;12380;12256;7440;3892;3548
2923035;Novo Horizonte;Chapada Diamantina;2000;4282;4220;2000;996;1004;6502;3286;3216
2923050;Novo Triunfo;Semi-Árido Nordeste II;2000;6495;7104;5247;2482;2765;8352;4013;4339
2923100;Olindina;Litoral Norte e Agreste Baiano;2000;11967;11942;11152;5396;5756;12757;6571;6186
2923209;Oliveira dos Brejinhos;Velho Chico;2000;11120;10550;5817;2866;2951;15853;8254;7599
2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2000;3778;3747;2584;1258;1326;4941;2520;2421
2923357;Ourolândia;Piemonte da Diamantina;2000;7878;7478;4458;2170;2288;10898;5708;5190
2923407;Palmas de Monte Alto;Sertão Produtivo;2000;10232;9867;6657;3217;3440;13442;7015;6427
2923506;Palmeiras;Chapada Diamantina;2000;3719;3799;3999;1914;2085;3519;1805;1714
2923605;Paramirim;Bacia do Paramirim;2000;9494;9427;7883;3808;4075;11038;5686;5352
2923704;Paratinga;Velho Chico;2000;14053;13626;9067;4368;4699;18612;9685;8927
2923803;Paripiranga;Semi-Árido Nordeste II;2000;13129;13462;7781;3686;4095;18810;9443;9367
2923902;Pau Brasil;Litoral Sul;2000;6710;6338;8740;4305;4435;4308;2405;1903
2924009;Paulo Afonso;Itaparica;2000;46680;49819;82584;39498;43086;13915;7182;6733
2924058;Pé de Serra;Bacia do Jacuípe;2000;6863;6668;4111;1994;2117;9420;4869;4551
2924108;Pedrão;Litoral Norte e Agreste Baiano;2000;3433;3331;1457;699;758;5307;2734;2573
2924207;Pedro Alexandre;Semi-Árido Nordeste II;2000;8666;8287;2131;1011;1120;14822;7655;7167
2924306;Piatã;Chapada Diamantina;2000;9228;9749;5771;2773;2998;13206;6455;6751
2924405;Pilão Arcado;Sertão do São Francisco;2000;15495;15218;7865;3800;4065;22848;11695;11153
2924504;Pindaí;Sertão Produtivo;2000;7883;7611;3631;1775;1856;11863;6108;5755
2924603;Pindobaçu;Piemonte Norte do Itapicuru;2000;10886;9983;10456;5246;5210;10413;5640;4773
2924652;Pintadas;Bacia do Jacuípe;2000;5487;5440;4076;1978;2098;6851;3509;3342
2924678;Piraí do Norte;Baixo Sul;2000;5450;4975;2787;1384;1403;7638;4066;3572
2924702;Piripá;Vitória da Conquista;2000;7734;8394;5248;2446;2802;10880;5288;5592
2924801;Piritiba;Piemonte do Paraguaçu;2000;9500;9537;12728;6193;6535;6309;3307;3002
2924900;Planaltino;Vale de Jequiriçá;2000;4139;3824;2990;1504;1486;4973;2635;2338
2925006;Planalto;Vitória da Conquista;2000;10892;10815;12537;6188;6349;9170;4704;4466
2925105;Poções;Vitória da Conquista;2000;21890;22323;31801;15460;16341;12412;6430;5982
2925204;Pojuca;Litoral Norte e Agreste Baiano;2000;12864;13339;21884;10614;11270;4319;2250;2069
2925253;Ponto Novo;Piemonte Norte do Itapicuru;2000;8580;8607;6767;3336;3431;10420;5244;5176
2925303;Porto Seguro;Costa do Descobrimento;2000;48704;47017;79619;40198;39421;16102;8506;7596
2925402;Potiraguá;Médio Sudoeste da Bahia;2000;7418;7161;7546;3768;3778;7033;3650;3383
2925501;Prado;Extremo Sul;2000;13588;12910;14169;6991;7178;12329;6597;5732
2925600;Presidente Dutra;Irecê;2000;7085;6645;7659;3828;3831;6071;3257;2814
2925709;Presidente Jânio Quadros;Vitória da Conquista;2000;8711;8334;2913;1418;1495;14132;7293;6839
2925758;Presidente Tancredo Neves;Baixo Sul;2000;10103;9301;6221;3138;3083;13183;6965;6218
2925808;Queimadas;Sisal;2000;12347;12266;9783;4705;5078;14830;7642;7188
2925907;Quijingue;Sisal;2000;13752;12624;4892;2358;2534;21484;11394;10090
2925931;Quixabeira;Bacia do Jacuípe;2000;4821;4645;3130;1540;1590;6336;3281;3055
2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2000;11117;11483;4902;2377;2525;17698;8740;8958
2926004;Remanso;Sertão do São Francisco;2000;18200;18057;21015;10195;10820;15242;8005;7237
2926103;Retirolândia;Sisal;2000;5429;5462;5474;2661;2813;5417;2768;2649
2926202;Riachão das Neves;Bacia do Rio Grande;2000;11372;10545;10257;5169;5088;11660;6203;5457
2926301;Riachão do Jacuípe;Bacia do Jacuípe;2000;15666;15967;15569;7451;8118;16064;8215;7849
2926400;Riacho de Santana;Velho Chico;2000;14490;14153;11011;5406;5605;17632;9084;8548
2926509;Ribeira do Amparo;Semi-Árido Nordeste II;2000;7169;6734;1459;720;739;12444;6449;5995
2926608;Ribeira do Pombal;Semi-Árido Nordeste II;2000;22923;23347;25383;12184;13199;20887;10739;10148
2926657;Ribeirão do Largo;Vitória da Conquista;2000;8166;7137;4451;2247;2204;10852;5919;4933
2926707;Rio de Contas;Chapada Diamantina;2000;6697;7238;5684;2648;3036;8251;4049;4202
2926806;Rio do Antônio;Sertão Produtivo;2000;7398;7239;5112;2538;2574;9525;4860;4665
2926905;Rio do Pires;Bacia do Paramirim;2000;5945;6065;4310;2031;2279;7700;3914;3786
2927002;Rio Real;Litoral Norte e Agreste Baiano;2000;16807;16453;20043;9844;10199;13217;6963;6254
2927101;Rodelas;Itaparica;2000;3104;3156;4786;2328;2458;1474;776;698
2927200;Ruy Barbosa;Piemonte do Paraguaçu;2000;14267;14759;20263;9604;10659;8763;4663;4100
2927309;Salinas da Margarida;Metropolitana de Salvador;2000;5109;5268;4611;2225;2386;5766;2884;2882
2927408;Salvador;Metropolitana de Salvador;2000;1150252;1292855;2442102;1149736;1292366;1005;516;489
2927507;Santa Bárbara;Portal do Sertão;2000;8812;9121;7167;3344;3823;10766;5468;5298
2927606;Santa Brígida;Semi-Árido Nordeste II;2000;8506;8397;4408;2131;2277;12495;6375;6120
2927705;Santa Cruz Cabrália;Costa do Descobrimento;2000;12541;11347;13527;6938;6589;10361;5603;4758
2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2000;3623;3402;4988;2525;2463;2037;1098;939
2927903;Santa Inês;Vale de Jequiriçá;2000;5438;5589;10374;5077;5297;653;361;292
2928059;Santa Luzia;Litoral Sul;2000;8247;7256;8329;4244;4085;7174;4003;3171
2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2000;20848;20413;22787;11270;11517;18474;9578;8896
2928406;Santa Rita de Cássia;Bacia do Rio Grande;2000;12308;11718;12185;5970;6215;11841;6338;5503
2928505;Santa Terezinha;Piemonte do Paraguaçu;2000;4409;4287;1859;894;965;6837;3515;3322
2928000;Santaluz;Sisal;2000;15495;15460;17966;8693;9273;12989;6802;6187
2928208;Santana;Bacia do Rio Corrente;2000;12371;11768;12496;6189;6307;11643;6182;5461
2928307;Santanópolis;Portal do Sertão;2000;4284;4360;1250;600;650;7394;3684;3710
2928604;Santo Amaro;Recôncavo;2000;28646;29768;44505;21432;23073;13909;7214;6695
2928703;Santo Antônio de Jesus;Recôncavo;2000;36932;40436;66245;31170;35075;11123;5762;5361
2928802;Santo Estevão;Portal do Sertão;2000;19843;21302;19693;9307;10386;21452;10536;10916
2928901;São Desidério;Bacia do Rio Grande;2000;9865;9141;7129;3598;3531;11877;6267;5610
2928950;São Domingos;Sisal;2000;4269;4257;3711;1794;1917;4815;2475;2340
2929107;São Felipe;Recôncavo;2000;10196;10032;8250;3912;4338;11978;6284;5694
2929008;São Félix;Recôncavo;2000;6671;7028;8748;4158;4590;4951;2513;2438
2929057;São Félix do Coribe;Bacia do Rio Corrente;2000;5961;5797;8552;4236;4316;3206;1725;1481
2929206;São Francisco do Conde;Recôncavo;2000;13055;13227;21870;10824;11046;4412;2231;2181
2929255;São Gabriel;Irecê;2000;9497;8915;9811;4927;4884;8601;4570;4031
2929305;São Gonçalo dos Campos;Portal do Sertão;2000;12984;14016;13552;6322;7230;13448;6662;6786
2929354;São José da Vitória;Litoral Sul;2000;3201;3009;5154;2619;2535;1056;582;474
2929370;São José do Jacuípe;Bacia do Jacuípe;2000;4604;4629;5701;2780;2921;3532;1824;1708
2929404;São Miguel das Matas;Vale de Jequiriçá;2000;5062;4958;2772;1324;1448;7248;3738;3510
2929503;São Sebastião do Passé;Recôncavo;2000;19922;20038;29549;14436;15113;10411;5486;4925
2929602;Sapeaçu;Recôncavo;2000;7997;8453;7524;3562;3962;8926;4435;4491
2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2000;8734;8517;3426;1598;1828;13825;7136;6689
2929750;Saubara;Recôncavo;2000;5113;5080;10076;5051;5025;117;62;55
2929800;Saúde;Piemonte da Diamantina;2000;5725;5763;5991;2860;3131;5497;2865;2632
2929909;Seabra;Chapada Diamantina;2000;19681;19741;16749;8115;8634;22673;11566;11107
2930006;Sebastião Laranjeiras;Sertão Produtivo;2000;4741;4542;3639;1805;1834;5644;2936;2708
2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2000;32889;34834;51343;24466;26877;16380;8423;7957
2930204;Sento Sé;Sertão do São Francisco;2000;16777;15684;17264;8681;8583;15197;8096;7101
2930154;Serra do Ramalho;Velho Chico;2000;17000;15600;3742;1896;1846;28858;15104;13754
2930303;Serra Dourada;Bacia do Rio Corrente;2000;9322;8693;5377;2665;2712;12638;6657;5981
2930402;Serra Preta;Bacia do Jacuípe;2000;8833;8893;5692;2741;2951;12034;6092;5942
2930501;Serrinha;Sisal;2000;41171;42035;45943;22056;23887;37263;19115;18148
2930600;Serrolândia;Piemonte da Diamantina;2000;6310;6306;6042;2898;3144;6574;3412;3162
2930709;Simões Filho;Metropolitana de Salvador;2000;46731;47335;76905;37885;39020;17161;8846;8315
2930758;Sítio do Mato;Velho Chico;2000;6088;5664;6470;3261;3209;5282;2827;2455
2930766;Sítio do Quinto;Semi-Árido Nordeste II;2000;8306;8725;3662;1763;1899;13369;6543;6826
2930774;Sobradinho;Sertão do São Francisco;2000;10527;10798;19610;9606;10004;1715;921;794
2930808;Souto Soares;Chapada Diamantina;2000;7570;7225;5080;2528;2552;9715;5042;4673
2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2000;6533;6086;3431;1718;1713;9188;4815;4373
2931004;Tanhaçu;Sertão Produtivo;2000;10163;9881;7017;3402;3615;13027;6761;6266
2931053;Tanque Novo;Bacia do Paramirim;2000;7966;7805;5535;2752;2783;10236;5214;5022
2931103;Tanquinho;Portal do Sertão;2000;3692;3768;5082;2410;2672;2378;1282;1096
2931202;Taperoá;Baixo Sul;2000;8149;7784;7523;3614;3909;8410;4535;3875
2931301;Tapiramutá;Piemonte do Paraguaçu;2000;8642;8419;12425;6137;6288;4636;2505;2131
2931350;Teixeira de Freitas;Extremo Sul;2000;53189;54297;98688;48600;50088;8798;4589;4209
2931400;Teodoro Sampaio;Portal do Sertão;2000;4393;4491;6627;3173;3454;2257;1220;1037
2931509;Teofilândia;Sisal;2000;10404;10028;5858;2857;3001;14574;7547;7027
2931608;Teolândia;Baixo Sul;2000;6447;6125;3606;1723;1883;8966;4724;4242
2931707;Terra Nova;Portal do Sertão;2000;6291;6584;11131;5360;5771;1744;931;813
2931806;Tremedal;Vitória da Conquista;2000;10616;10584;3503;1714;1789;17697;8902;8795
2931905;Tucano;Sisal;2000;25711;25237;18597;8918;9679;32351;16793;15558
2932002;Uauá;Sertão do São Francisco;2000;13132;12861;9608;4653;4955;16385;8479;7906
2932101;Ubaíra;Vale de Jequiriçá;2000;10479;10116;8010;3858;4152;12585;6621;5964
2932200;Ubaitaba;Litoral Sul;2000;11787;12067;18582;8963;9619;5272;2824;2448
2932309;Ubatã;Médio Rio de Contas;2000;10974;10829;17847;8765;9082;3956;2209;1747
2932408;Uibaí;Irecê;2000;6998;6616;7880;3990;3890;5734;3008;2726
2932457;Umburanas;Piemonte da Diamantina;2000;7395;6745;6186;3155;3031;7954;4240;3714
2932507;Una;Litoral Sul;2000;16597;14664;15274;7729;7545;15987;8868;7119
2932606;Urandi;Sertão Produtivo;2000;8149;7927;4730;2336;2394;11346;5813;5533
2932705;Uruçuca;Litoral Sul;2000;10351;9972;14158;6917;7241;6165;3434;2731
2932804;Utinga;Chapada Diamantina;2000;8446;8443;11472;5637;5835;5417;2809;2608
2932903;Valença;Baixo Sul;2000;38473;39036;55884;26904;28980;21625;11569;10056
2933000;Valente;Sisal;2000;9498;9647;9511;4543;4968;9634;4955;4679
2933059;Várzea da Roça;Bacia do Jacuípe;2000;6931;6702;5847;2855;2992;7786;4076;3710
2933109;Várzea do Poço;Bacia do Jacuípe;2000;3770;3745;5034;2456;2578;2481;1314;1167
2933158;Várzea Nova;Piemonte da Diamantina;2000;7220;6934;8683;4242;4441;5471;2978;2493
2933174;Varzedo;Recôncavo;2000;4363;4310;2627;1287;1340;6046;3076;2970
2933208;Vera Cruz;Metropolitana de Salvador;2000;15055;14695;27872;14066;13806;1878;989;889
2933257;Vereda;Extremo Sul;2000;3952;3498;1276;641;635;6174;3311;2863
2933307;Vitória da Conquista;Vitória da Conquista;2000;127636;134858;225545;108462;117083;36949;19174;17775
2933406;Wagner;Chapada Diamantina;2000;4535;4441;6037;2958;3079;2939;1577;1362
2933455;Wanderley;Bacia do Rio Grande;2000;6963;6686;5478;2672;2806;8171;4291;3880
2933505;Wenceslau Guimarães;Baixo Sul;2000;12380;11546;6790;3323;3467;17136;9057;8079
2933604;Xique-Xique;Irecê;2000;22253;22465;31565;15259;16306;13153;6994;6159
2900108;Abaíra;Chapada Diamantina;2010;4082;4234;3736;1788;1948;4580;2294;2286
2900207;Abaré;Itaparica;2010;8564;8500;9029;4366;4663;8035;4198;3837
2900306;Acajutiba;Litoral Norte e Agreste Baiano;2010;7208;7445;12774;6245;6529;1879;963;916
2900355;Adustina;Semi-Árido Nordeste II;2010;7907;7795;5572;2624;2948;10130;5283;4847
2900405;Água Fria;Portal do Sertão;2010;7903;7828;5777;2756;3021;9954;5147;4807
2900603;Aiquara;Médio Rio de Contas;2010;2351;2251;2680;1338;1342;1922;1013;909
2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2010;67212;74737;124042;58132;65910;17907;9080;8827
2900801;Alcobaça;Extremo Sul;2010;10815;10456;11085;5458;5627;10186;5357;4829
2900900;Almadina;Litoral Sul;2010;3200;3157;5080;2467;2613;1277;733;544
2901007;Amargosa;Vale de Jequiriçá;2010;16647;17704;24891;11757;13134;9460;4890;4570
2901106;Amélia Rodrigues;Portal do Sertão;2010;12283;12907;19957;9613;10344;5233;2670;2563
2901155;América Dourada;Irecê;2010;8073;7888;10832;5376;5456;5129;2697;2432
2901205;Anagé;Vitória da Conquista;2010;12892;12624;4924;2440;2484;20592;10452;10140
2901304;Andaraí;Chapada Diamantina;2010;7181;6779;7773;3881;3892;6187;3300;2887
2901353;Andorinha;Piemonte Norte do Itapicuru;2010;7328;7086;6208;3016;3192;8206;4312;3894
2901403;Angical;Bacia do Rio Grande;2010;7460;6613;6531;3304;3227;7542;4156;3386
2901502;Anguera;Portal do Sertão;2010;5083;5159;4326;2111;2215;5916;2972;2944
2901601;Antas;Semi-Árido Nordeste II;2010;8581;8491;6360;3130;3230;10712;5451;5261
2901700;Antônio Cardoso;Portal do Sertão;2010;5734;5820;3225;1596;1629;8329;4138;4191
2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2010;5573;5442;5783;2814;2969;5232;2759;2473
2901908;Aporá;Litoral Norte e Agreste Baiano;2010;8961;8770;8505;4212;4293;9226;4749;4477
2901957;Apuarema;Médio Rio de Contas;2010;3794;3665;5117;2534;2583;2342;1260;1082
2902054;Araçás;Litoral Norte e Agreste Baiano;2010;5828;5733;5807;2812;2995;5754;3016;2738
2902005;Aracatu;Vitória da Conquista;2010;7052;6691;3938;1907;2031;9805;5145;4660
