;codigo_municipio;Municipios;Territorios.de.Identidade;sexo;Ano;faixa_etarias;total_faixa
46021;2912400;Ibipeba;Irecê;Masculino;2010;Entre.90.a.94;-34
46022;2912509;Ibipitanga;Bacia do Paramirim;Masculino;2010;Entre.90.a.94;-14
46023;2912608;Ibiquera;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-3
46024;2912707;Ibirapitanga;Baixo Sul;Masculino;2010;Entre.90.a.94;-20
46025;2912806;Ibirapuã;Extremo Sul;Masculino;2010;Entre.90.a.94;-17
46026;2912905;Ibirataia;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-23
46027;2913002;Ibitiara;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-22
46028;2913101;Ibititá;Irecê;Masculino;2010;Entre.90.a.94;-15
46029;2913200;Ibotirama;Velho Chico;Masculino;2010;Entre.90.a.94;-43
46030;2913309;Ichu;Sisal;Masculino;2010;Entre.90.a.94;-8
46031;2913408;Igaporã;Velho Chico;Masculino;2010;Entre.90.a.94;-22
46032;2913457;Igrapiúna;Baixo Sul;Masculino;2010;Entre.90.a.94;-11
46033;2913507;Iguaí;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-61
46034;2913606;Ilhéus;Litoral Sul;Masculino;2010;Entre.90.a.94;-130
46035;2913705;Inhambupe;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-33
46036;2913804;Ipecaetá;Portal do Sertão;Masculino;2010;Entre.90.a.94;-12
46037;2913903;Ipiaú;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-36
46038;2914000;Ipirá;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-145
46039;2914109;Ipupiara;Irecê;Masculino;2010;Entre.90.a.94;-13
46040;2914208;Irajuba;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-3
46041;2914307;Iramaia;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-10
46042;2914406;Iraquara;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-33
46043;2914505;Irará;Portal do Sertão;Masculino;2010;Entre.90.a.94;-25
46044;2914604;Irecê;Irecê;Masculino;2010;Entre.90.a.94;-71
46045;2914653;Itabela;Costa do Descobrimento;Masculino;2010;Entre.90.a.94;-18
46046;2914703;Itaberaba;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-110
46047;2914802;Itabuna;Litoral Sul;Masculino;2010;Entre.90.a.94;-138
46048;2914901;Itacaré;Litoral Sul;Masculino;2010;Entre.90.a.94;-27
46049;2915007;Itaeté;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-25
46050;2915106;Itagi;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-40
46051;2915205;Itagibá;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-37
46052;2915304;Itagimirim;Costa do Descobrimento;Masculino;2010;Entre.90.a.94;-5
46053;2915353;Itaguaçu da Bahia;Irecê;Masculino;2010;Entre.90.a.94;-22
46054;2915403;Itaju do Colônia;Litoral Sul;Masculino;2010;Entre.90.a.94;-8
46055;2915502;Itajuípe;Litoral Sul;Masculino;2010;Entre.90.a.94;0
46056;2915601;Itamaraju;Extremo Sul;Masculino;2010;Entre.90.a.94;-77
46057;2915700;Itamari;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-4
46058;2915809;Itambé;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-9
46059;2915908;Itanagra;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-6
46060;2916005;Itanhém;Extremo Sul;Masculino;2010;Entre.90.a.94;-33
46061;2916104;Itaparica;Metropolitano de Salvador;Masculino;2010;Entre.90.a.94;0
46062;2916203;Itapé;Litoral Sul;Masculino;2010;Entre.90.a.94;-13
46063;2916302;Itapebi;Costa do Descobrimento;Masculino;2010;Entre.90.a.94;-11
46064;2916401;Itapetinga;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-76
46065;2916500;Itapicuru;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-59
46066;2916609;Itapitanga;Litoral Sul;Masculino;2010;Entre.90.a.94;-4
46067;2916708;Itaquara;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-15
46068;2916807;Itarantim;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-26
46069;2916856;Itatim;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-19
46070;2916906;Itiruçu;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-18
46071;2917003;Itiúba;Sisal;Masculino;2010;Entre.90.a.94;-84
46072;2917102;Itororó;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-50
46073;2917201;Ituaçu;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-63
46074;2917300;Ituberá;Baixo Sul;Masculino;2010;Entre.90.a.94;-17
46075;2917334;Iuiú;Sertão Produtivo;Masculino;2010;Entre.90.a.94;0
46076;2917359;Jaborandi;Bacia do Rio Corrente;Masculino;2010;Entre.90.a.94;-18
46077;2917409;Jacaraci;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-24
46078;2917508;Jacobina;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-81
46079;2917607;Jaguaquara;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-97
46080;2917706;Jaguarari;Piemonte Norte do Itapicuru;Masculino;2010;Entre.90.a.94;-60
46081;2917805;Jaguaripe;Baixo Sul;Masculino;2010;Entre.90.a.94;-8
46082;2917904;Jandaíra;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;0
46083;2918001;Jequié;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-215
46084;2918100;Jeremoabo;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;-44
46085;2918209;Jiquiriçá;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-8
46086;2918308;Jitaúna;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-19
46087;2918357;João Dourado;Irecê;Masculino;2010;Entre.90.a.94;-24
46088;2918407;Juazeiro;Sertão do São Francisco;Masculino;2010;Entre.90.a.94;-189
46089;2918456;Jucuruçu;Extremo Sul;Masculino;2010;Entre.90.a.94;-7
46090;2918506;Jussara;Irecê;Masculino;2010;Entre.90.a.94;-31
46091;2918555;Jussari;Litoral Sul;Masculino;2010;Entre.90.a.94;-3
46092;2918605;Jussiape;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-30
46093;2918704;Lafaiete Coutinho;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-2
46094;2919058;Lagoa Real;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-17
46095;2918753;Laje;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-9
46096;2918803;Lajedão;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;0
46097;2918902;Lajedinho;Extremo Sul;Masculino;2010;Entre.90.a.94;-11
46098;2919009;Lajedo do Tabocal;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;0
46099;2919108;Lamarão;Sisal;Masculino;2010;Entre.90.a.94;-20
46100;2919157;Lapão;Irecê;Masculino;2010;Entre.90.a.94;-10
46101;2919207;Lauro de Freitas;Metropolitano de Salvador;Masculino;2010;Entre.90.a.94;-33
46102;2919306;Lençóis;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-14
46103;2919405;Licínio de Almeida;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-15
46104;2919504;Livramento de Nossa Senhora;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-71
46105;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;Masculino;2010;Entre.90.a.94;0
46106;2919603;Macajuba;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-16
46107;2919702;Macarani;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-16
46108;2919801;Macaúbas;Bacia do Paramirim;Masculino;2010;Entre.90.a.94;-60
46109;2919900;Macururé;Itaparica;Masculino;2010;Entre.90.a.94;-6
46110;2919926;Madre de Deus;Metropolitano de Salvador;Masculino;2010;Entre.90.a.94;0
46111;2919959;Maetinga;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-30
46112;2920007;Maiquinique;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-14
46113;2920106;Mairi;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-31
46114;2920205;Malhada;Velho Chico;Masculino;2010;Entre.90.a.94;-4
46115;2920304;Malhada de Pedras;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-16
46116;2920403;Manoel Vitorino;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-36
46117;2920452;Mansidão;Bacia do Rio Grande;Masculino;2010;Entre.90.a.94;-13
46118;2920502;Maracás;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-41
46119;2920601;Maragogipe;Recôncavo;Masculino;2010;Entre.90.a.94;-38
46120;2920700;Maraú;Litoral Sul;Masculino;2010;Entre.90.a.94;-22
46121;2920809;Marcionílio Souza;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-15
46122;2920908;Mascote;Litoral Sul;Masculino;2010;Entre.90.a.94;-21
46123;2921005;Mata de São João;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-9
46124;2921054;Matina;Velho Chico;Masculino;2010;Entre.90.a.94;-10
46125;2921104;Medeiros Neto;Extremo Sul;Masculino;2010;Entre.90.a.94;0
46126;2921203;Miguel Calmon;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-38
46127;2921302;Milagres;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-13
46128;2921401;Mirangaba;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-13
46129;2921450;Mirante;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-21
46130;2921500;Monte Santo;Sisal;Masculino;2010;Entre.90.a.94;-106
46131;2921609;Morpará;Velho Chico;Masculino;2010;Entre.90.a.94;-18
46132;2921708;Morro do Chapéu;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-9
46133;2921807;Mortugaba;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-22
46134;2921906;Mucugê;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-6
46135;2922003;Mucuri;Extremo Sul;Masculino;2010;Entre.90.a.94;0
46136;2922052;Mulungu do Morro;Irecê;Masculino;2010;Entre.90.a.94;-15
46137;2922102;Mundo Novo;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-74
46138;2922201;Muniz Ferreira;Recôncavo;Masculino;2010;Entre.90.a.94;-20
46139;2922250;Muquém de São Francisco;Velho Chico;Masculino;2010;Entre.90.a.94;-10
46140;2922300;Muritiba;Recôncavo;Masculino;2010;Entre.90.a.94;-30
46141;2922409;Mutuípe;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-4
46142;2922508;Nazaré;Recôncavo;Masculino;2010;Entre.90.a.94;-10
46143;2922607;Nilo Peçanha;Baixo Sul;Masculino;2010;Entre.90.a.94;-11
46144;2922656;Nordestina;Sisal;Masculino;2010;Entre.90.a.94;-17
46145;2922706;Nova Canaã;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-25
46146;2922730;Nova Fátima;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-11
46147;2922755;Nova Ibiá;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;0
46148;2922805;Nova Itarana;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-16
46149;2922854;Nova Redenção;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-6
46150;2922904;Nova Soure;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;-39
46151;2923001;Nova Viçosa;Extremo Sul;Masculino;2010;Entre.90.a.94;-38
46152;2923035;Novo Horizonte;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-16
46153;2923050;Novo Triunfo;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;-19
46154;2923100;Olindina;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-12
46155;2923209;Oliveira dos Brejinhos;Velho Chico;Masculino;2010;Entre.90.a.94;-8
46156;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;0
46157;2923357;Ourolândia;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-21
46158;2923407;Palmas de Monte Alto;Sertão Produtivo;Masculino;2010;Entre.90.a.94;0
46159;2923506;Palmeiras;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-27
46160;2923605;Paramirim;Bacia do Paramirim;Masculino;2010;Entre.90.a.94;-64
46161;2923704;Paratinga;Velho Chico;Masculino;2010;Entre.90.a.94;-24
46162;2923803;Paripiranga;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;0
46163;2923902;Pau Brasil;Litoral Sul;Masculino;2010;Entre.90.a.94;-9
46164;2924009;Paulo Afonso;Itaparica;Masculino;2010;Entre.90.a.94;-35
46165;2924058;Pé de Serra;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-19
46166;2924108;Pedrão;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-11
46167;2924207;Pedro Alexandre;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;-16
46168;2924306;Piatã;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-22
46169;2924405;Pilão Arcado;Sertão do São Francisco;Masculino;2010;Entre.90.a.94;-31
46170;2924504;Pindaí;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-22
46171;2924603;Pindobaçu;Piemonte Norte do Itapicuru;Masculino;2010;Entre.90.a.94;-62
46172;2924652;Pintadas;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-11
46173;2924678;Piraí do Norte;Baixo Sul;Masculino;2010;Entre.90.a.94;0
46174;2924702;Piripá;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-25
46175;2924801;Piritiba;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-17
46176;2924900;Planaltino;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-5
46177;2925006;Planalto;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-28
46178;2925105;Poções;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-71
46179;2925204;Pojuca;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-33
46180;2925253;Ponto Novo;Piemonte Norte do Itapicuru;Masculino;2010;Entre.90.a.94;-8
46181;2925303;Porto Seguro;Costa do Descobrimento;Masculino;2010;Entre.90.a.94;-23
46182;2925402;Potiraguá;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-25
46183;2925501;Prado;Extremo Sul;Masculino;2010;Entre.90.a.94;-33
46184;2925600;Presidente Dutra;Irecê;Masculino;2010;Entre.90.a.94;-17
46185;2925709;Presidente Jânio Quadros;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-5
46186;2925758;Presidente Tancredo Neves;Baixo Sul;Masculino;2010;Entre.90.a.94;-48
46187;2925808;Queimadas;Sisal;Masculino;2010;Entre.90.a.94;-33
46188;2925907;Quijingue;Sisal;Masculino;2010;Entre.90.a.94;-51
46189;2925931;Quixabeira;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-15
46190;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-20
46191;2926004;Remanso;Sertão do São Francisco;Masculino;2010;Entre.90.a.94;-51
46192;2926103;Retirolândia;Sisal;Masculino;2010;Entre.90.a.94;-35
46193;2926202;Riachão das Neves;Bacia do Rio Grande;Masculino;2010;Entre.90.a.94;-19
46194;2926301;Riachão do Jacuípe;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-87
46195;2926400;Riacho de Santana;Velho Chico;Masculino;2010;Entre.90.a.94;0
46196;2926509;Ribeira do Amparo;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;-19
46197;2926608;Ribeira do Pombal;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;0
46198;2926657;Ribeirão do Largo;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-11
46199;2926707;Rio de Contas;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-20
46200;2926806;Rio do Antônio;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-18
46201;2926905;Rio do Pires;Bacia do Paramirim;Masculino;2010;Entre.90.a.94;-15
46202;2927002;Rio Real;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-27
46203;2927101;Rodelas;Itaparica;Masculino;2010;Entre.90.a.94;-3
46204;2927200;Ruy Barbosa;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-31
46205;2927309;Salinas da Margarida;Metropolitano de Salvador;Masculino;2010;Entre.90.a.94;-7
46206;2927408;Salvador;Metropolitano de Salvador;Masculino;2010;Entre.90.a.94;-882
46207;2927507;Santa Bárbara;Portal do Sertão;Masculino;2010;Entre.90.a.94;-50
46208;2927606;Santa Brígida;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;-52
46209;2927705;Santa Cruz Cabrália;Costa do Descobrimento;Masculino;2010;Entre.90.a.94;-46
46210;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;Masculino;2010;Entre.90.a.94;-4
46211;2927903;Santa Inês;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-21
46212;2928059;Santaluz;Litoral Sul;Masculino;2010;Entre.90.a.94;-52
46213;2928109;Santa Luzia;Bacia do Rio Corrente;Masculino;2010;Entre.90.a.94;-10
46214;2928406;Santa Maria da Vitória;Bacia do Rio Grande;Masculino;2010;Entre.90.a.94;-25
46215;2928505;Santana;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-36
46216;2928000;Santanópolis;Sisal;Masculino;2010;Entre.90.a.94;-15
46217;2928208;Santa Rita de Cássia;Bacia do Rio Corrente;Masculino;2010;Entre.90.a.94;-32
46218;2928307;Santa Teresinha;Portal do Sertão;Masculino;2010;Entre.90.a.94;-17
46219;2928604;Santo Amaro;Recôncavo;Masculino;2010;Entre.90.a.94;-34
46220;2928703;Santo Antônio de Jesus;Recôncavo;Masculino;2010;Entre.90.a.94;-60
46221;2928802;Santo Estêvão;Portal do Sertão;Masculino;2010;Entre.90.a.94;-39
46222;2928901;São Desidério;Bacia do Rio Grande;Masculino;2010;Entre.90.a.94;-7
46223;2928950;São Domingos;Sisal;Masculino;2010;Entre.90.a.94;-17
46224;2929107;São Félix;Recôncavo;Masculino;2010;Entre.90.a.94;0
46225;2929008;São Félix do Coribe;Recôncavo;Masculino;2010;Entre.90.a.94;-25
46226;2929057;São Felipe;Bacia do Rio Corrente;Masculino;2010;Entre.90.a.94;-28
46227;2929206;São Francisco do Conde;Recôncavo;Masculino;2010;Entre.90.a.94;-32
46228;2929255;São Gabriel;Irecê;Masculino;2010;Entre.90.a.94;-24
46229;2929305;São Gonçalo dos Campos;Portal do Sertão;Masculino;2010;Entre.90.a.94;-21
46230;2929354;São José da Vitória;Litoral Sul;Masculino;2010;Entre.90.a.94;-7
46231;2929370;São José do Jacuípe;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-17
46232;2929404;São Miguel das Matas;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-8
46233;2929503;São Sebastião do Passé;Recôncavo;Masculino;2010;Entre.90.a.94;-50
46234;2929602;Sapeaçu;Recôncavo;Masculino;2010;Entre.90.a.94;-6
46235;2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.90.a.94;-8
46236;2929750;Saubara;Recôncavo;Masculino;2010;Entre.90.a.94;-6
46237;2929800;Saúde;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-13
46238;2929909;Seabra;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-28
46239;2930006;Sebastião Laranjeiras;Sertão Produtivo;Masculino;2010;Entre.90.a.94;0
46240;2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;Masculino;2010;Entre.90.a.94;-95
46241;2930204;Serra do Ramalho;Sertão do São Francisco;Masculino;2010;Entre.90.a.94;-21
46242;2930154;Sento Sé;Velho Chico;Masculino;2010;Entre.90.a.94;-23
46243;2930303;Serra Dourada;Bacia do Rio Corrente;Masculino;2010;Entre.90.a.94;0
46244;2930402;Serra Preta;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-6
46245;2930501;Serrinha;Sisal;Masculino;2010;Entre.90.a.94;-44
46246;2930600;Serrolândia;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-5
46247;2930709;Simões Filho;Metropolitano de Salvador;Masculino;2010;Entre.90.a.94;-19
46248;2930758;Sítio do Mato;Velho Chico;Masculino;2010;Entre.90.a.94;-6
46249;2930766;Sítio do Quinto;Semiárido Nordeste II;Masculino;2010;Entre.90.a.94;-17
46250;2930774;Sobradinho;Sertão do São Francisco;Masculino;2010;Entre.90.a.94;-18
46251;2930808;Souto Soares;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-5
46252;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;Masculino;2010;Entre.90.a.94;-19
46253;2931004;Tanhaçu;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-25
46254;2931053;Tanque Novo;Bacia do Paramirim;Masculino;2010;Entre.90.a.94;-15
46255;2931103;Tanquinho;Portal do Sertão;Masculino;2010;Entre.90.a.94;-16
46256;2931202;Taperoá;Baixo Sul;Masculino;2010;Entre.90.a.94;-20
46257;2931301;Tapiramutá;Piemonte do Paraguaçu;Masculino;2010;Entre.90.a.94;-10
46258;2931350;Teixeira de Freitas;Extremo Sul;Masculino;2010;Entre.90.a.94;-133
46259;2931400;Teodoro Sampaio;Portal do Sertão;Masculino;2010;Entre.90.a.94;-12
46260;2931509;Teofilândia;Sisal;Masculino;2010;Entre.90.a.94;-15
46261;2931608;Teolândia;Baixo Sul;Masculino;2010;Entre.90.a.94;0
46262;2931707;Terra Nova;Portal do Sertão;Masculino;2010;Entre.90.a.94;-8
46263;2931806;Tremedal;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-38
46264;2931905;Tucano;Sisal;Masculino;2010;Entre.90.a.94;-62
46265;2932002;Uauá;Sertão do São Francisco;Masculino;2010;Entre.90.a.94;-31
46266;2932101;Ubaíra;Vale do Jiquiriçá;Masculino;2010;Entre.90.a.94;-38
46267;2932200;Ubaitaba;Litoral Sul;Masculino;2010;Entre.90.a.94;0
46268;2932309;Ubatã;Médio Rio de Contas;Masculino;2010;Entre.90.a.94;-8
46269;2932408;Uibaí;Irecê;Masculino;2010;Entre.90.a.94;-5
46270;2932457;Umburanas;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-18
46271;2932507;Una;Litoral Sul;Masculino;2010;Entre.90.a.94;0
46272;2932606;Urandi;Sertão Produtivo;Masculino;2010;Entre.90.a.94;-38
46273;2932705;Uruçuca;Litoral Sul;Masculino;2010;Entre.90.a.94;-10
46274;2932804;Utinga;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-10
46275;2932903;Valença;Baixo Sul;Masculino;2010;Entre.90.a.94;-77
46276;2933000;Valente;Sisal;Masculino;2010;Entre.90.a.94;-36
46277;2933059;Várzea da Roça;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-20
46278;2933109;Várzea do Poço;Bacia do Jacuípe;Masculino;2010;Entre.90.a.94;-14
46279;2933158;Várzea Nova;Piemonte da Diamantina;Masculino;2010;Entre.90.a.94;-6
46280;2933174;Varzedo;Recôncavo;Masculino;2010;Entre.90.a.94;-7
46281;2933208;Vera Cruz;Metropolitano de Salvador;Masculino;2010;Entre.90.a.94;-20
46282;2933257;Vereda;Extremo Sul;Masculino;2010;Entre.90.a.94;-7
46283;2933307;Vitória da Conquista;Sudoeste Baiano;Masculino;2010;Entre.90.a.94;-198
46284;2933406;Wagner;Chapada Diamantina;Masculino;2010;Entre.90.a.94;-4
46285;2933455;Wanderley;Bacia do Rio Grande;Masculino;2010;Entre.90.a.94;-13
46286;2933505;Wenceslau Guimarães;Baixo Sul;Masculino;2010;Entre.90.a.94;-20
46287;2933604;Xique-Xique;Irecê;Masculino;2010;Entre.90.a.94;-32
46288;2900108;Abaíra;Chapada Diamantina;Feminino;2010;Entre.90.a.94;25
46289;2900207;Abaré;Itaparica;Feminino;2010;Entre.90.a.94;27
46290;2900306;Acajutiba;Litoral Norte e Agreste Baiano;Feminino;2010;Entre.90.a.94;20
46291;2900355;Adustina;Semiárido Nordeste II;Feminino;2010;Entre.90.a.94;14
46292;2900405;Água Fria;Portal do Sertão;Feminino;2010;Entre.90.a.94;62
46293;2900603;Érico Cardoso;Médio Rio de Contas;Feminino;2010;Entre.90.a.94;38
46294;2900702;Aiquara;Litoral Norte e Agreste Baiano;Feminino;2010;Entre.90.a.94;0
46295;2900801;Alagoinhas;Extremo Sul;Feminino;2010;Entre.90.a.94;198
46296;2900900;Alcobaça;Litoral Sul;Feminino;2010;Entre.90.a.94;0
46297;2901007;Almadina;Vale do Jiquiriçá;Feminino;2010;Entre.90.a.94;6
46298;2901106;Amargosa;Portal do Sertão;Feminino;2010;Entre.90.a.94;70
46299;2901155;Amélia Rodrigues;Irecê;Feminino;2010;Entre.90.a.94;29
46300;2901205;América Dourada;Sudoeste Baiano;Feminino;2010;Entre.90.a.94;18
46301;2901304;Anagé;Chapada Diamantina;Feminino;2010;Entre.90.a.94;48
46302;2901353;Andaraí;Piemonte Norte do Itapicuru;Feminino;2010;Entre.90.a.94;33
46303;2901403;Andorinha;Bacia do Rio Grande;Feminino;2010;Entre.90.a.94;33
46304;2901502;Angical;Portal do Sertão;Feminino;2010;Entre.90.a.94;13
46305;2901601;Anguera;Semiárido Nordeste II;Feminino;2010;Entre.90.a.94;33
46306;2901700;Antas;Portal do Sertão;Feminino;2010;Entre.90.a.94;18
46307;2901809;Antônio Cardoso;Piemonte Norte do Itapicuru;Feminino;2010;Entre.90.a.94;25
46308;2901908;Antônio Gonçalves;Litoral Norte e Agreste Baiano;Feminino;2010;Entre.90.a.94;15
46309;2901957;Aporá;Médio Rio de Contas;Feminino;2010;Entre.90.a.94;40
46310;2902054;Apuarema;Litoral Norte e Agreste Baiano;Feminino;2010;Entre.90.a.94;5
46311;2902005;Aracatu;Sudoeste Baiano;Feminino;2010;Entre.90.a.94;43
46312;2902104;Araças;Sisal;Feminino;2010;Entre.90.a.94;50
46313;2902203;Araci;Litoral Norte e Agreste Baiano;Feminino;2010;Entre.90.a.94;49
46314;2902252;Aramari;Litoral Sul;Feminino;2010;Entre.90.a.94;17
46315;2902302;Arataca;Baixo Sul;Feminino;2010;Entre.90.a.94;5
46316;2902401;Aratuípe;Litoral Sul;Feminino;2010;Entre.90.a.94;6
46317;2902500;Aurelino Leal;Bacia do Rio Grande;Feminino;2010;Entre.90.a.94;11
46318;2902609;Baianópolis;Bacia do Jacuípe;Feminino;2010;Entre.90.a.94;4
46319;2902658;Baixa Grande;Semiárido Nordeste II;Feminino;2010;Entre.90.a.94;0
46320;2902708;Banzaê;Velho Chico;Feminino;2010;Entre.90.a.94;15
46321;2902807;Barra;Chapada Diamantina;Feminino;2010;Entre.90.a.94;75
46322;2902906;Barra da Estiva;Sudoeste Baiano;Feminino;2010;Entre.90.a.94;10
46323;2903003;Barra do Choça;Irecê;Feminino;2010;Entre.90.a.94;0
46324;2903102;Barra do Mendes;Médio Rio de Contas;Feminino;2010;Entre.90.a.94;34
46325;2903201;Barra do Rocha;Bacia do Rio Grande;Feminino;2010;Entre.90.a.94;5
46326;2903235;Barreiras;Irecê;Feminino;2010;Entre.90.a.94;41
