;codigo_municipio;Municipios;Territorios.de.Identidade;sexo;Ano;faixa_etarias;total_faixa
3290;2930204;Serra do Ramalho;Sertão do São Francisco;Feminino;2000;Entre.5.a.9;2251
3291;2930154;Sento Sé;Velho Chico;Feminino;2000;Entre.5.a.9;1967
3292;2930303;Serra Dourada;Bacia do Rio Corrente;Feminino;2000;Entre.5.a.9;1000
3293;2930402;Serra Preta;Bacia do Jacuípe;Feminino;2000;Entre.5.a.9;985
3294;2930501;Serrinha;Sisal;Feminino;2000;Entre.5.a.9;4307
3295;2930600;Serrolândia;Piemonte da Diamantina;Feminino;2000;Entre.5.a.9;627
3296;2930709;Simões Filho;Metropolitano de Salvador;Feminino;2000;Entre.5.a.9;4973
3297;2930758;Sítio do Mato;Velho Chico;Feminino;2000;Entre.5.a.9;838
3298;2930766;Sítio do Quinto;Semiárido Nordeste II;Feminino;2000;Entre.5.a.9;1092
3299;2930774;Sobradinho;Sertão do São Francisco;Feminino;2000;Entre.5.a.9;1071
3300;2930808;Souto Soares;Chapada Diamantina;Feminino;2000;Entre.5.a.9;828
3301;2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;Feminino;2000;Entre.5.a.9;723
3302;2931004;Tanhaçu;Sertão Produtivo;Feminino;2000;Entre.5.a.9;886
3303;2931053;Tanque Novo;Bacia do Paramirim;Feminino;2000;Entre.5.a.9;846
3304;2931103;Tanquinho;Portal do Sertão;Feminino;2000;Entre.5.a.9;328
3305;2931202;Taperoá;Baixo Sul;Feminino;2000;Entre.5.a.9;952
3306;2931301;Tapiramutá;Piemonte do Paraguaçu;Feminino;2000;Entre.5.a.9;1151
3307;2931350;Teixeira de Freitas;Extremo Sul;Feminino;2000;Entre.5.a.9;5764
3308;2931400;Teodoro Sampaio;Portal do Sertão;Feminino;2000;Entre.5.a.9;485
3309;2931509;Teofilândia;Sisal;Feminino;2000;Entre.5.a.9;1254
3310;2931608;Teolândia;Baixo Sul;Feminino;2000;Entre.5.a.9;827
3311;2931707;Terra Nova;Portal do Sertão;Feminino;2000;Entre.5.a.9;628
3312;2931806;Tremedal;Sudoeste Baiano;Feminino;2000;Entre.5.a.9;1147
3313;2931905;Tucano;Sisal;Feminino;2000;Entre.5.a.9;2913
3314;2932002;Uauá;Sertão do São Francisco;Feminino;2000;Entre.5.a.9;1398
3315;2932101;Ubaíra;Vale do Jiquiriçá;Feminino;2000;Entre.5.a.9;1077
3316;2932200;Ubaitaba;Litoral Sul;Feminino;2000;Entre.5.a.9;1463
3317;2932309;Ubatã;Médio Rio de Contas;Feminino;2000;Entre.5.a.9;1178
3318;2932408;Uibaí;Irecê;Feminino;2000;Entre.5.a.9;656
3319;2932457;Umburanas;Piemonte da Diamantina;Feminino;2000;Entre.5.a.9;849
3320;2932507;Una;Litoral Sul;Feminino;2000;Entre.5.a.9;1926
3321;2932606;Urandi;Sertão Produtivo;Feminino;2000;Entre.5.a.9;773
3322;2932705;Uruçuca;Litoral Sul;Feminino;2000;Entre.5.a.9;1115
3323;2932804;Utinga;Chapada Diamantina;Feminino;2000;Entre.5.a.9;995
3324;2932903;Valença;Baixo Sul;Feminino;2000;Entre.5.a.9;4282
3325;2933000;Valente;Sisal;Feminino;2000;Entre.5.a.9;849
3326;2933059;Várzea da Roça;Bacia do Jacuípe;Feminino;2000;Entre.5.a.9;738
3327;2933109;Várzea do Poço;Bacia do Jacuípe;Feminino;2000;Entre.5.a.9;357
3328;2933158;Várzea Nova;Piemonte da Diamantina;Feminino;2000;Entre.5.a.9;830
3329;2933174;Varzedo;Recôncavo;Feminino;2000;Entre.5.a.9;396
3330;2933208;Vera Cruz;Metropolitano de Salvador;Feminino;2000;Entre.5.a.9;1451
3331;2933257;Vereda;Extremo Sul;Feminino;2000;Entre.5.a.9;411
3332;2933307;Vitória da Conquista;Sudoeste Baiano;Feminino;2000;Entre.5.a.9;12587
3333;2933406;Wagner;Chapada Diamantina;Feminino;2000;Entre.5.a.9;534
3334;2933455;Wanderley;Bacia do Rio Grande;Feminino;2000;Entre.5.a.9;848
3335;2933505;Wenceslau Guimarães;Baixo Sul;Feminino;2000;Entre.5.a.9;1505
3336;2933604;Xique-Xique;Irecê;Feminino;2000;Entre.5.a.9;2832
3337;2900108;Abaíra;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-286
3338;2900207;Abaré;Itaparica;Masculino;2010;Entre.5.a.9;-935
3339;2900306;Acajutiba;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-755
3340;2900355;Adustina;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-748
3341;2900405;Água Fria;Portal do Sertão;Masculino;2010;Entre.5.a.9;-701
3342;2900603;Érico Cardoso;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-406
3343;2900702;Aiquara;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-213
3344;2900801;Alagoinhas;Extremo Sul;Masculino;2010;Entre.5.a.9;-5472
3345;2900900;Alcobaça;Litoral Sul;Masculino;2010;Entre.5.a.9;-1044
3346;2901007;Almadina;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-244
3347;2901106;Amargosa;Portal do Sertão;Masculino;2010;Entre.5.a.9;-1591
3348;2901155;Amélia Rodrigues;Irecê;Masculino;2010;Entre.5.a.9;-1133
3349;2901205;América Dourada;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-830
3350;2901304;Anagé;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-1104
3351;2901353;Andaraí;Piemonte Norte do Itapicuru;Masculino;2010;Entre.5.a.9;-798
3352;2901403;Andorinha;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-605
3353;2901502;Angical;Portal do Sertão;Masculino;2010;Entre.5.a.9;-637
3354;2901601;Anguera;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-433
3355;2901700;Antas;Portal do Sertão;Masculino;2010;Entre.5.a.9;-600
3356;2901809;Antônio Cardoso;Piemonte Norte do Itapicuru;Masculino;2010;Entre.5.a.9;-489
3357;2901908;Antônio Gonçalves;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-495
3358;2901957;Aporá;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-884
3359;2902054;Apuarema;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-358
3360;2902005;Aracatu;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-556
3361;2902104;Araças;Sisal;Masculino;2010;Entre.5.a.9;-579
3362;2902203;Araci;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-2822
3363;2902252;Aramari;Litoral Sul;Masculino;2010;Entre.5.a.9;-443
3364;2902302;Arataca;Baixo Sul;Masculino;2010;Entre.5.a.9;-596
3365;2902401;Aratuípe;Litoral Sul;Masculino;2010;Entre.5.a.9;-414
3366;2902500;Aurelino Leal;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-568
3367;2902609;Baianópolis;Bacia do Jacuípe;Masculino;2010;Entre.5.a.9;-632
3368;2902658;Baixa Grande;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-990
3369;2902708;Banzaê;Velho Chico;Masculino;2010;Entre.5.a.9;-556
3370;2902807;Barra;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-2943
3371;2902906;Barra da Estiva;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-1054
3372;2903003;Barra do Choça;Irecê;Masculino;2010;Entre.5.a.9;-1663
3373;2903102;Barra do Mendes;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-681
3374;2903201;Barra do Rocha;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-318
3375;2903235;Barreiras;Irecê;Masculino;2010;Entre.5.a.9;-6045
3376;2903300;Barro Alto;Litoral Sul;Masculino;2010;Entre.5.a.9;-666
3377;2903276;Barrocas;Sisal;Masculino;2010;Entre.5.a.9;-657
3378;2903409;Barro Preto;Costa do Descobrimento;Masculino;2010;Entre.5.a.9;-284
3379;2903508;Belmonte;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-1191
3380;2903607;Belo Campo;Sisal;Masculino;2010;Entre.5.a.9;-751
3381;2903706;Biritinga;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-737
3382;2903805;Boa Nova;Piemonte do Paraguaçu;Masculino;2010;Entre.5.a.9;-760
3383;2903904;Boa Vista do Tupim;Velho Chico;Masculino;2010;Entre.5.a.9;-903
3384;2903953;Bom Jesus da Lapa;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-3196
3385;2904001;Bom Jesus da Serra;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-484
3386;2904050;Boninal;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-620
3387;2904100;Bonito;Bacia do Paramirim;Masculino;2010;Entre.5.a.9;-857
3388;2904209;Boquira;Bacia do Paramirim;Masculino;2010;Entre.5.a.9;-999
3389;2904308;Botuporã;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-527
3390;2904407;Brejões;Bacia do Rio Corrente;Masculino;2010;Entre.5.a.9;-629
3391;2904506;Brejolândia;Velho Chico;Masculino;2010;Entre.5.a.9;-490
3392;2904605;Brotas de Macaúbas;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-496
3393;2904704;Brumado;Litoral Sul;Masculino;2010;Entre.5.a.9;-2450
3394;2904753;Buerarema;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-720
3395;2904803;Buritirama;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-1066
3396;2904852;Caatiba;Recôncavo;Masculino;2010;Entre.5.a.9;-554
3397;2904902;Cabaceiras do Paraguaçu;Recôncavo;Masculino;2010;Entre.5.a.9;-939
3398;2905008;Cachoeira;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-1367
3399;2905107;Caculé;Piemonte da Diamantina;Masculino;2010;Entre.5.a.9;-839
3400;2905156;Caém;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-538
3401;2905206;Caetanos;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-586
3402;2905305;Caetité;Irecê;Masculino;2010;Entre.5.a.9;-1912
3403;2905404;Cafarnaum;Baixo Sul;Masculino;2010;Entre.5.a.9;-841
3404;2905503;Cairu;Piemonte Norte do Itapicuru;Masculino;2010;Entre.5.a.9;-725
3405;2905602;Caldeirão Grande;Litoral Sul;Masculino;2010;Entre.5.a.9;-615
3406;2905701;Camacan;Metropolitano de Salvador;Masculino;2010;Entre.5.a.9;-1564
3407;2905800;Camaçari;Baixo Sul;Masculino;2010;Entre.5.a.9;-10178
3408;2905909;Camamu;Sertão do São Francisco;Masculino;2010;Entre.5.a.9;-1969
3409;2906006;Campo Alegre de Lourdes;Piemonte Norte do Itapicuru;Masculino;2010;Entre.5.a.9;-1447
3410;2906105;Campo Formoso;Bacia do Rio Corrente;Masculino;2010;Entre.5.a.9;-3427
3411;2906204;Canápolis;Irecê;Masculino;2010;Entre.5.a.9;-471
3412;2906303;Canarana;Litoral Sul;Masculino;2010;Entre.5.a.9;-1272
3413;2906402;Canavieiras;Sisal;Masculino;2010;Entre.5.a.9;-1518
3414;2906501;Candeal;Metropolitano de Salvador;Masculino;2010;Entre.5.a.9;-397
3415;2906600;Candeias;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-3297
3416;2906709;Candiba;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-524
3417;2906808;Cândido Sales;Sisal;Masculino;2010;Entre.5.a.9;-1326
3418;2906824;Cansanção;Sertão do São Francisco;Masculino;2010;Entre.5.a.9;-1662
3419;2906857;Canudos;Bacia do Jacuípe;Masculino;2010;Entre.5.a.9;-808
3420;2906873;Capela do Alto Alegre;Piemonte da Diamantina;Masculino;2010;Entre.5.a.9;-472
3421;2906899;Capim Grosso;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-1235
3422;2906907;Caraíbas;Extremo Sul;Masculino;2010;Entre.5.a.9;-435
3423;2907004;Caravelas;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-1291
3424;2907103;Cardeal da Silva;Velho Chico;Masculino;2010;Entre.5.a.9;-490
3425;2907202;Carinhanha;Sertão do São Francisco;Masculino;2010;Entre.5.a.9;-1507
3426;2907301;Casa Nova;Recôncavo;Masculino;2010;Entre.5.a.9;-3360
3427;2907400;Castro Alves;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-1129
3428;2907509;Catolândia;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-97
3429;2907558;Catu;Bacia do Paramirim;Masculino;2010;Entre.5.a.9;-1975
3430;2907608;Caturama;Irecê;Masculino;2010;Entre.5.a.9;-383
3431;2907707;Central;Itaparica;Masculino;2010;Entre.5.a.9;-855
3432;2907806;Chorrochó;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-607
3433;2907905;Cícero Dantas;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-1306
3434;2908002;Cipó;Litoral Sul;Masculino;2010;Entre.5.a.9;-769
3435;2908101;Coaraci;Bacia do Rio Corrente;Masculino;2010;Entre.5.a.9;-957
3436;2908200;Cocos;Portal do Sertão;Masculino;2010;Entre.5.a.9;-862
3437;2908309;Conceição da Feira;Recôncavo;Masculino;2010;Entre.5.a.9;-920
3438;2908408;Conceição do Almeida;Sisal;Masculino;2010;Entre.5.a.9;-704
3439;2908507;Conceição do Coité;Portal do Sertão;Masculino;2010;Entre.5.a.9;-2829
3440;2908606;Conceição do Jacuípe;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-1273
3441;2908705;Conde;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-1375
3442;2908804;Condeúba;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-744
3443;2908903;Contendas do Sincorá;Portal do Sertão;Masculino;2010;Entre.5.a.9;-198
3444;2909000;Coração de Maria;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-938
3445;2909109;Cordeiros;Bacia do Rio Corrente;Masculino;2010;Entre.5.a.9;-362
3446;2909208;Coribe;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-585
3447;2909307;Coronel João Sá;Bacia do Rio Corrente;Masculino;2010;Entre.5.a.9;-862
3448;2909406;Correntina;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-1489
3449;2909505;Cotegipe;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-680
3450;2909604;Cravolândia;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-274
3451;2909703;Crisópolis;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-1026
3452;2909802;Cristópolis;Recôncavo;Masculino;2010;Entre.5.a.9;-584
3453;2909901;Cruz das Almas;Sertão do São Francisco;Masculino;2010;Entre.5.a.9;-2300
3454;2910008;Curaçá;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-1572
3455;2910057;Dário Meira;Metropolitano de Salvador;Masculino;2010;Entre.5.a.9;-615
3456;2910107;Dias d'Ávila;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-3009
3457;2910206;Dom Basílio;Recôncavo;Masculino;2010;Entre.5.a.9;-455
3458;2910305;Dom Macedo Costa;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-170
3459;2910404;Elísio Medrado;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-327
3460;2910503;Encruzilhada;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-1182
3461;2900504;Entre Rios;Bacia do Paramirim;Masculino;2010;Entre.5.a.9;-1981
3462;2910602;Esplanada;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-1734
3463;2910701;Euclides da Cunha;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-2583
3464;2910727;Eunápolis;Costa do Descobrimento;Masculino;2010;Entre.5.a.9;-4641
3465;2910750;Fátima;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-780
3466;2910776;Feira da Mata;Velho Chico;Masculino;2010;Entre.5.a.9;-278
3467;2910800;Feira de Santana;Portal do Sertão;Masculino;2010;Entre.5.a.9;-22730
3468;2910859;Filadélfia;Piemonte Norte do Itapicuru;Masculino;2010;Entre.5.a.9;-740
3469;2910909;Firmino Alves;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-264
3470;2911006;Floresta Azul;Litoral Sul;Masculino;2010;Entre.5.a.9;-466
3471;2911105;Formosa do Rio Preto;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-1135
3472;2911204;Gandu;Baixo Sul;Masculino;2010;Entre.5.a.9;-1398
3473;2911253;Gavião;Bacia do Jacuípe;Masculino;2010;Entre.5.a.9;-192
3474;2911303;Gentio do Ouro;Irecê;Masculino;2010;Entre.5.a.9;-493
3475;2911402;Glória;Itaparica;Masculino;2010;Entre.5.a.9;-637
3476;2911501;Gongogi;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-372
3477;2911600;Governador Mangabeira;Recôncavo;Masculino;2010;Entre.5.a.9;-858
3478;2911659;Guajeru;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-430
3479;2911709;Guanambi;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-3154
3480;2911808;Guaratinga;Costa do Descobrimento;Masculino;2010;Entre.5.a.9;-1122
3481;2911857;Heliópolis;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-579
3482;2911907;Iaçu;Piemonte do Paraguaçu;Masculino;2010;Entre.5.a.9;-1238
3483;2912004;Ibiassucê;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-352
3484;2912103;Ibicaraí;Litoral Sul;Masculino;2010;Entre.5.a.9;-1109
3485;2912202;Ibicoara;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-903
3486;2912301;Ibicuí;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-716
3487;2912400;Ibipeba;Irecê;Masculino;2010;Entre.5.a.9;-784
3488;2912509;Ibipitanga;Bacia do Paramirim;Masculino;2010;Entre.5.a.9;-594
3489;2912608;Ibiquera;Piemonte do Paraguaçu;Masculino;2010;Entre.5.a.9;-251
3490;2912707;Ibirapitanga;Baixo Sul;Masculino;2010;Entre.5.a.9;-1246
3491;2912806;Ibirapuã;Extremo Sul;Masculino;2010;Entre.5.a.9;-357
3492;2912905;Ibirataia;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-804
3493;2913002;Ibitiara;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-653
3494;2913101;Ibititá;Irecê;Masculino;2010;Entre.5.a.9;-819
3495;2913200;Ibotirama;Velho Chico;Masculino;2010;Entre.5.a.9;-1141
3496;2913309;Ichu;Sisal;Masculino;2010;Entre.5.a.9;-221
3497;2913408;Igaporã;Velho Chico;Masculino;2010;Entre.5.a.9;-599
3498;2913457;Igrapiúna;Baixo Sul;Masculino;2010;Entre.5.a.9;-753
3499;2913507;Iguaí;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-1200
3500;2913606;Ilhéus;Litoral Sul;Masculino;2010;Entre.5.a.9;-7880
3501;2913705;Inhambupe;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-1762
3502;2913804;Ipecaetá;Portal do Sertão;Masculino;2010;Entre.5.a.9;-683
3503;2913903;Ipiaú;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-1910
3504;2914000;Ipirá;Bacia do Jacuípe;Masculino;2010;Entre.5.a.9;-2817
3505;2914109;Ipupiara;Irecê;Masculino;2010;Entre.5.a.9;-358
3506;2914208;Irajuba;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-315
3507;2914307;Iramaia;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-563
3508;2914406;Iraquara;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-1138
3509;2914505;Irará;Portal do Sertão;Masculino;2010;Entre.5.a.9;-1222
3510;2914604;Irecê;Irecê;Masculino;2010;Entre.5.a.9;-2909
3511;2914653;Itabela;Costa do Descobrimento;Masculino;2010;Entre.5.a.9;-1490
3512;2914703;Itaberaba;Piemonte do Paraguaçu;Masculino;2010;Entre.5.a.9;-2826
3513;2914802;Itabuna;Litoral Sul;Masculino;2010;Entre.5.a.9;-7834
3514;2914901;Itacaré;Litoral Sul;Masculino;2010;Entre.5.a.9;-1298
3515;2915007;Itaeté;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-741
3516;2915106;Itagi;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-604
3517;2915205;Itagibá;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-705
3518;2915304;Itagimirim;Costa do Descobrimento;Masculino;2010;Entre.5.a.9;-356
3519;2915353;Itaguaçu da Bahia;Irecê;Masculino;2010;Entre.5.a.9;-685
3520;2915403;Itaju do Colônia;Litoral Sul;Masculino;2010;Entre.5.a.9;-396
3521;2915502;Itajuípe;Litoral Sul;Masculino;2010;Entre.5.a.9;-927
3522;2915601;Itamaraju;Extremo Sul;Masculino;2010;Entre.5.a.9;-3013
3523;2915700;Itamari;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-360
3524;2915809;Itambé;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-1152
3525;2915908;Itanagra;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-427
3526;2916005;Itanhém;Extremo Sul;Masculino;2010;Entre.5.a.9;-816
3527;2916104;Itaparica;Metropolitano de Salvador;Masculino;2010;Entre.5.a.9;-1045
3528;2916203;Itapé;Litoral Sul;Masculino;2010;Entre.5.a.9;-500
3529;2916302;Itapebi;Costa do Descobrimento;Masculino;2010;Entre.5.a.9;-565
3530;2916401;Itapetinga;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-2876
3531;2916500;Itapicuru;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-1651
3532;2916609;Itapitanga;Litoral Sul;Masculino;2010;Entre.5.a.9;-443
3533;2916708;Itaquara;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-304
3534;2916807;Itarantim;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-826
3535;2916856;Itatim;Piemonte do Paraguaçu;Masculino;2010;Entre.5.a.9;-736
3536;2916906;Itiruçu;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-547
3537;2917003;Itiúba;Sisal;Masculino;2010;Entre.5.a.9;-1826
3538;2917102;Itororó;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-899
3539;2917201;Ituaçu;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-785
3540;2917300;Ituberá;Baixo Sul;Masculino;2010;Entre.5.a.9;-1402
3541;2917334;Iuiú;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-575
3542;2917359;Jaborandi;Bacia do Rio Corrente;Masculino;2010;Entre.5.a.9;-309
3543;2917409;Jacaraci;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-508
3544;2917508;Jacobina;Piemonte da Diamantina;Masculino;2010;Entre.5.a.9;-3347
3545;2917607;Jaguaquara;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-2451
3546;2917706;Jaguarari;Piemonte Norte do Itapicuru;Masculino;2010;Entre.5.a.9;-1373
3547;2917805;Jaguaripe;Baixo Sul;Masculino;2010;Entre.5.a.9;-791
3548;2917904;Jandaíra;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-609
3549;2918001;Jequié;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-6147
3550;2918100;Jeremoabo;Semiárido Nordeste II;Masculino;2010;Entre.5.a.9;-1929
3551;2918209;Jiquiriçá;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-622
3552;2918308;Jitaúna;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-648
3553;2918357;João Dourado;Irecê;Masculino;2010;Entre.5.a.9;-1196
3554;2918407;Juazeiro;Sertão do São Francisco;Masculino;2010;Entre.5.a.9;-9313
3555;2918456;Jucuruçu;Extremo Sul;Masculino;2010;Entre.5.a.9;-478
3556;2918506;Jussara;Irecê;Masculino;2010;Entre.5.a.9;-791
3557;2918555;Jussari;Litoral Sul;Masculino;2010;Entre.5.a.9;-335
3558;2918605;Jussiape;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-275
3559;2918704;Lafaiete Coutinho;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-143
3560;2919058;Lagoa Real;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-601
3561;2918753;Laje;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-1040
3562;2918803;Lajedão;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-134
3563;2918902;Lajedinho;Extremo Sul;Masculino;2010;Entre.5.a.9;-201
3564;2919009;Lajedo do Tabocal;Piemonte do Paraguaçu;Masculino;2010;Entre.5.a.9;-384
3565;2919108;Lamarão;Sisal;Masculino;2010;Entre.5.a.9;-462
3566;2919157;Lapão;Irecê;Masculino;2010;Entre.5.a.9;-1250
3567;2919207;Lauro de Freitas;Metropolitano de Salvador;Masculino;2010;Entre.5.a.9;-6465
3568;2919306;Lençóis;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-502
3569;2919405;Licínio de Almeida;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-508
3570;2919504;Livramento de Nossa Senhora;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-1707
3571;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-2792
3572;2919603;Macajuba;Piemonte do Paraguaçu;Masculino;2010;Entre.5.a.9;-616
3573;2919702;Macarani;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-691
3574;2919801;Macaúbas;Bacia do Paramirim;Masculino;2010;Entre.5.a.9;-2137
3575;2919900;Macururé;Itaparica;Masculino;2010;Entre.5.a.9;-407
3576;2919926;Madre de Deus;Metropolitano de Salvador;Masculino;2010;Entre.5.a.9;-659
3577;2919959;Maetinga;Sudoeste Baiano;Masculino;2010;Entre.5.a.9;-346
3578;2920007;Maiquinique;Médio Sudoeste da Bahia;Masculino;2010;Entre.5.a.9;-407
3579;2920106;Mairi;Bacia do Jacuípe;Masculino;2010;Entre.5.a.9;-892
3580;2920205;Malhada;Velho Chico;Masculino;2010;Entre.5.a.9;-914
3581;2920304;Malhada de Pedras;Sertão Produtivo;Masculino;2010;Entre.5.a.9;-327
3582;2920403;Manoel Vitorino;Médio Rio de Contas;Masculino;2010;Entre.5.a.9;-663
3583;2920452;Mansidão;Bacia do Rio Grande;Masculino;2010;Entre.5.a.9;-681
3584;2920502;Maracás;Vale do Jiquiriçá;Masculino;2010;Entre.5.a.9;-1123
3585;2920601;Maragogipe;Recôncavo;Masculino;2010;Entre.5.a.9;-1815
3586;2920700;Maraú;Litoral Sul;Masculino;2010;Entre.5.a.9;-1036
3587;2920809;Marcionílio Souza;Chapada Diamantina;Masculino;2010;Entre.5.a.9;-519
3588;2920908;Mascote;Litoral Sul;Masculino;2010;Entre.5.a.9;-736
3589;2921005;Mata de São João;Litoral Norte e Agreste Baiano;Masculino;2010;Entre.5.a.9;-1761
3590;2921054;Matina;Velho Chico;Masculino;2010;Entre.5.a.9;-494
3591;2921104;Medeiros Neto;Extremo Sul;Masculino;2010;Entre.5.a.9;-950
3592;2921203;Miguel Calmon;Piemonte da Diamantina;Masculino;2010;Entre.5.a.9;-1184
