CodigodoMunicipio; Municipios;TerritoriosdeIdentidade;Ano;Branca;Preta;Amarela;Parda;Indigena;Ignorado
2917300;Ituberá;Baixo Sul;2000;20,2;15;0,1;63,6;0,3;0,7
2917334;Iuiu;Sertão Produtivo;2000;26,1;9,7;;63,8;;0,4
2917359;Jaborandi;Bacia do Rio Corrente;2000;31,9;4,3;;61,2;0;2,6
2917409;Jacaraci;Sudoeste Baiano;2000;50,6;11,2;;37,4;0,2;0,5
2917508;Jacobina;Piemonte da Diamantina;2000;28,3;12,4;0,1;57,7;0,5;0,9
2917607;Jaguaquara;Vale do Jiquiriçá;2000;27,8;8,4;0,2;62,2;0,7;0,7
2917706;Jaguarari;Piemonte Norte do Itapicuru;2000;27,3;6,3;0,1;65,2;0,5;0,7
2917805;Jaguaripe;Baixo Sul;2000;8,4;25,2;1,2;63,8;0,5;0,9
2917904;Jandaíra;Litoral Norte e Agreste Baiano;2000;12,2;9,3;0,6;76,5;0,7;0,7
2918001;Jequié;Médio Rio de Contas;2000;28,9;8,4;0,1;61,7;0,5;0,5
2918100;Jeremoabo;Semiárido Nordeste II;2000;24,4;8,4;0;66,2;0,1;0,8
2918209;Jiquiriçá;Vale do Jiquiriçá;2000;27;17,1;;55,7;;0,3
2918308;Jitaúna;Médio Rio de Contas;2000;18,1;14,3;0,1;65,9;0;1,5
2918357;João Dourado;Irecê;2000;29,9;18,7;3,4;46,9;0,4;0,6
2918407;Juazeiro;Sertão do São Francisco;2000;27;9,4;0,2;62,6;0,3;0,6
2918456;Jucuruçu;Extremo Sul;2000;21;6,3;;70,6;0,4;1,7
2918506;Jussara;Irecê;2000;26,2;4,3;0;68,8;0;0,7
2918555;Jussari;Litoral Sul;2000;16;15,8;0;66,1;0,4;1,7
2918605;Jussiape;Chapada Diamantina;2000;54,3;8,9;0;36,3;0;0,4
2918704;Lafayette Coutinho;Vale do Jiquiriçá;2000;22,2;11,8;;65,9;;0,1
2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2000;34,1;8,9;;54,9;0,1;2
2918753;Lagoa Real;Sertão Produtivo;2000;68,4;7,4;;23,9;0;0,4
2918803;Laje;Vale do Jiquiriçá;2000;23,3;13,2;;63,2;0,1;0,2
2918902;Lajedão;Extremo Sul;2000;28,2;5,1;;66,6;0,2;
2919009;Lajedinho;Piemonte do Paraguaçu;2000;8,5;2,4;0,4;82,5;;6,2
2919108;Lamarão;Sisal;2000;7,8;15;0,6;76,2;0,1;0,3
2919157;Lapão;Irecê;2000;29,7;11,9;;57,5;0,3;0,6
2919207;Lauro de Freitas;Metropolitano de Salvador;2000;21,9;19,5;0,2;56,5;0,8;1,1
2919306;Lençóis;Chapada Diamantina;2000;16,5;17,3;0,4;64,4;0,4;1
2919405;Licínio de Almeida;Sudoeste Baiano;2000;45,5;4,6;;49;0,2;0,7
2919504;Livramento de N. Senhora;Sertão Produtivo;2000;48,9;9,4;;41,2;0;0,6
2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2000;;;;;;
2919603;Macajuba;Piemonte do Paraguaçu;2000;15,9;8,7;0,2;72,6;0;2,6
2919702;Macarani;Médio Sudoeste da Bahia;2000;25,3;6,6;0,1;67,6;0,1;0,4
2919801;Macaúbas;Bacia do Paramirim;2000;34;6,1;0;58,6;0,2;1,1
2919900;Macururé;Itaparica;2000;28,5;2,6;;67,9;;1
2919926;Madre de Deus;Metropolitano de Salvador;2000;9;6,5;0,2;82,5;0,1;1,7
2919959;Maetinga;Sudoeste Baiano;2000;28,4;4,6;;66;;1,1
2920007;Maiquinique;Médio Sudoeste da Bahia;2000;27,8;9,4;0,1;62,2;;0,6
2920106;Mairi;Bacia do Jacuípe;2000;30,8;13,4;0,1;55,4;0,2;0,2
2920205;Malhada;Velho Chico;2000;15,8;21,9;;61,2;0,1;1
2920304;Malhada de Pedras;Sertão Produtivo;2000;35,2;3,6;0;61,1;;0,2
2920403;Manoel Vitorino;Médio Rio de Contas;2000;46,1;5,1;0,3;47,4;0,2;0,9
2920452;Mansidão;Bacia do Rio Grande;2000;7,2;3,3;0,1;87;0,1;2,4
2920502;Maracás;Vale do Jiquiriçá;2000;21,2;7,4;0;70,1;0,1;1,1
2920601;Maragogipe;Recôncavo;2000;23,4;13;0,1;62;0,3;1,3
2920700;Maraú;Litoral Sul;2000;22,7;24;0,2;51,5;0;1,6
2920809;Marcionílio Souza;Chapada Diamantina;2000;25,7;19,7;;53,8;0,7;0,2
2920908;Mascote;Litoral Sul;2000;17,1;22,4;0,1;59,5;0,2;0,8
2921005;Mata de São João;Metropolitano de Salvador;2000;11,1;16,7;0,3;69,7;0,3;2
2921054;Matina;Velho Chico;2000;35,8;24,9;0;37,9;;1,4
2921104;Medeiros Neto;Extremo Sul;2000;34,4;5,5;;59,2;0,2;0,7
2921203;Miguel Calmon;Piemonte da Diamantina;2000;27,8;14,2;0,1;56,7;0,2;0,9
2921302;Milagres;Vale do Jiquiriçá;2000;28,4;9,9;0;60,9;0,4;0,5
2921401;Mirangaba;Piemonte da Diamantina;2000;25,1;11,9;;62,1;0,1;0,8
2921450;Mirante;Sudoeste Baiano;2000;28,1;10,9;0,2;59,4;0,1;1,4
2921500;Monte Santo;Sisal;2000;31,1;3,3;0,2;63,6;;1,8
2921609;Morpará;Velho Chico;2000;24,9;7,6;0,1;66,4;0,2;0,8
2921708;Morro do Chapéu;Chapada Diamantina;2000;24,3;10,5;0,3;64;0,2;0,7
2921807;Mortugaba;Sudoeste Baiano;2000;32,3;3,3;;64,3;;0,1
2921906;Mucugê;Chapada Diamantina;2000;27,5;15,6;0,1;54;0,1;2,6
2922003;Mucuri;Extremo Sul;2000;23,6;10,3;0;65,4;0,2;0,5
2922052;Mulungu do Morro;Irecê;2000;28,8;3;0,3;66,7;;1,2
2922102;Mundo Novo;Piemonte do Paraguaçu;2000;25,4;8,5;0,1;65,2;0,5;0,4
2922201;Muniz Ferreira;Recôncavo;2000;17,9;9,9;;71,1;0,1;1
2922250;Muquém do São Francisco;Velho Chico;2000;18;18,2;0,1;61,1;1,3;1,3
2922300;Muritiba;Recôncavo;2000;17,4;18,4;;62,2;1,2;0,9
2922409;Mutuípe;Vale do Jiquiriçá;2000;24,6;20,4;;54,7;0,1;0,2
2922508;Nazaré;Recôncavo;2000;17,7;19;0,3;61,4;0,6;1
2922607;Nilo Peçanha;Baixo Sul;2000;15,9;15,9;0,2;67,3;0,2;0,5
2922656;Nordestina;Sisal;2000;25,6;1,9;0;71,8;0,1;0,6
2922706;Nova Canaã;Médio Sudoeste da Bahia;2000;27,7;5,4;;65,9;0,1;0,9
2922730;Nova Fátima;Bacia do Jacuípe;2000;22,1;6,9;;70,7;0,1;0,1
2922755;Nova Ibiá;Médio Rio de Contas;2000;9,2;4,6;;82,1;;4,2
2922805;Nova Itarana;Vale do Jiquiriçá;2000;14,5;11,2;;72,4;0,1;1,8
2922854;Nova Redenção;Chapada Diamantina;2000;16,1;8,4;;74,8;0,1;0,5
2922904;Nova Soure;Semiárido Nordeste II;2000;22,6;10,7;;65,5;0,6;0,6
2923001;Nova Viçosa;Extremo Sul;2000;22,1;15,3;0,3;60,9;0,2;1,1
2923035;Novo Horizonte;Chapada Diamantina;2000;36,9;7,9;0,1;54,1;0,6;0,5
2923050;Novo Triunfo;Semiárido Nordeste II;2000;52,6;12,1;0,1;34,3;;0,9
2923100;Olindina;Litoral Norte e Agreste Baiano;2000;21;9,4;;69,2;0,3;0,1
2923209;Oliveira dos Brejinhos;Velho Chico;2000;24,2;6,3;0,1;68,3;0,2;0,9
2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2000;4;28,7;0,2;64,6;0,1;2,4
2923357;Ourolândia;Piemonte da Diamantina;2000;21,7;12,5;0,3;65;0,1;0,3
2923407;Palmas de Monte Alto;Sertão Produtivo;2000;29;16,1;0,2;54,3;;0,5
2923506;Palmeiras;Chapada Diamantina;2000;23,4;13,6;0,3;60,9;0,3;1,5
2923605;Paramirim;Bacia do Paramirim;2000;44,5;9,8;0;45;;0,7
2923704;Paratinga;Velho Chico;2000;18,2;9,4;0;71,9;0,1;0,4
2923803;Paripiranga;Semiárido Nordeste II;2000;42,9;1,7;0,2;54,5;0,1;0,5
2923902;Pau Brasil;Litoral Sul;2000;21,2;8,2;;59,3;10,6;0,7
2924009;Paulo Afonso;Itaparica;2000;37,7;4,7;0,2;56,7;0,4;0,3
2924058;Pé de Serra;Bacia do Jacuípe;2000;27;5,1;0;66,9;0,8;0,2
2924108;Pedrão;Litoral Norte e Agreste Baiano;2000;8,1;39,4;;52,4;;0,1
2924207;Pedro Alexandre;Semiárido Nordeste II;2000;19;8,9;0,1;69,3;;2,7
2924306;Piatã;Chapada Diamantina;2000;39,4;10,9;0,1;48,4;0,1;1
2924405;Pilão Arcado;Sertão do São Francisco;2000;22,9;8;0,2;66,9;0;2
2924504;Pindaí;Sertão Produtivo;2000;36,1;11;0,1;52;0,1;0,7
2924603;Pindobaçu;Piemonte Norte do Itapicuru;2000;24,7;11,5;0,7;62,2;0,4;0,5
2924652;Pintadas;Bacia do Jacuípe;2000;23,5;4,4;0,4;70,8;0;0,9
2924678;Piraí do Norte;Baixo Sul;2000;18,5;15,5;;62,8;0,1;3
2924702;Piripá;Sudoeste Baiano;2000;27,3;5,8;0,2;66,2;;0,4
2924801;Piritiba;Piemonte do Paraguaçu;2000;18,7;7,8;0,2;72,6;0,1;0,5
2924900;Planaltino;Vale do Jiquiriçá;2000;33,8;10,1;0;55,2;;0,9
2925006;Planalto;Sudoeste Baiano;2000;35;5,5;;59;0,1;0,3
2925105;Poções;Sudoeste Baiano;2000;33,7;6;0;59,9;0;0,3
2925204;Pojuca;Metropolitano de Salvador;2000;19,9;16,7;0,4;61,7;0,2;1
2925253;Ponto Novo;Piemonte Norte do Itapicuru;2000;21;9,1;0,2;68,2;0,1;1,3
2925303;Porto Seguro;Costa do Descobrimento;2000;23,8;10,5;0,4;61,6;2,7;1,1
2925402;Potiraguá;Médio Sudoeste da Bahia;2000;25,3;9,6;0,1;64,3;0,2;0,6
2925501;Prado;Extremo Sul;2000;19,1;10,6;0,1;66;3,6;0,7
2925600;Presidente Dutra;Irecê;2000;47,6;6,2;;45,5;;0,6
2925709;Presidente Jânio Quadros;Sudoeste Baiano;2000;50,5;7,6;0,1;41;;0,8
2925758;Presidente Tancredo Neves;Baixo Sul;2000;20,6;14;0,1;63,3;1,1;0,9
2925808;Queimadas;Sisal;2000;21,9;6;0,3;71;0,5;0,3
2925907;Quijingue;Sisal;2000;25,9;10,6;0,1;61,6;0,3;1,4
2925931;Quixabeira;Bacia do Jacuípe;2000;30;8,4;;60,4;;1,1
2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2000;22,3;14;0;63,1;0,1;0,5
2926004;Remanso;Sertão do São Francisco;2000;26,9;5,9;;66,8;0,1;0,4
2926103;Retirolândia;Sisal;2000;32,7;8,5;0,1;57,4;0,1;1,2
2926202;Riachão das Neves;Bacia do Rio Grande;2000;14,7;5,1;;79,2;0;0,9
2926301;Riachão do Jacuípe;Bacia do Jacuípe;2000;35,4;7,5;0,1;56,6;0,1;0,2
2926400;Riacho de Santana;Velho Chico;2000;48,8;13,1;0;33;0,3;4,7
2926509;Ribeira do Amparo;Semiárido Nordeste II;2000;29,5;4,3;0,1;64,3;0,1;1,8
2926608;Ribeira do Pombal;Semiárido Nordeste II;2000;30,7;7,3;0;61,1;0,7;0,2
2926657;Ribeirão do Largo;Sudoeste Baiano;2000;27,7;7,2;;63,6;0,3;1,1
2926707;Rio de Contas;Chapada Diamantina;2000;58,3;16,5;0,1;24,6;0,1;0,4
2926806;Rio do Antônio;Sertão Produtivo;2000;60,4;6,2;;30,5;;2,9
2926905;Rio do Pires;Bacia do Paramirim;2000;61,6;8,3;0,1;28,6;0,3;1,1
2927002;Rio Real;Litoral Norte e Agreste Baiano;2000;25,3;6;0,1;68,1;0,2;0,3
2927101;Rodelas;Itaparica;2000;41,4;7,9;;40,1;10,4;0,1
2927200;Ruy Barbosa;Piemonte do Paraguaçu;2000;21,4;10,8;0;66,2;0,1;1,5
2927309;Salinas da Margarida;Recôncavo;2000;6,6;26,6;0,5;65,5;0,2;0,7
2927408;Salvador;Metropolitano de Salvador;2000;23;20,4;0,3;54,8;0,8;0,7
2927507;Santa Bárbara;Portal do Sertão;2000;13,3;14,6;;71,6;0,1;0,3
2927606;Santa Brígida;Semiárido Nordeste II;2000;22,3;7,8;0,1;69,5;;0,3
2927705;Santa Cruz Cabrália;Costa do Descobrimento;2000;28,4;8,4;0,1;57,1;5,1;0,8
2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2000;27,6;15,7;;55,8;0,4;0,6
2927903;Santa Inês;Vale do Jiquiriçá;2000;23,8;16,5;;58,8;0,7;0,2
2928059;Santa Luzia;Litoral Sul;2000;14,5;8;0,3;75,6;0,5;1
2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2000;35;7,8;0;56,1;0,4;0,7
2928406;Santa Rita de Cássia;Bacia do Rio Grande;2000;27,1;7,9;0,1;63,7;0,4;0,8
2928505;Santa Terezinha;Piemonte do Paraguaçu;2000;27,9;12,8;0,1;58;0;1,1
2928000;Santaluz;Sisal;2000;22,3;10,8;0,1;66,1;0,1;0,7
2928208;Santana;Bacia do Rio Corrente;2000;38,6;6,9;;53,6;0,3;0,7
2928307;Santanópolis;Portal do Sertão;2000;10,1;15,5;0,1;72,7;0;1,6
2928604;Santo Amaro;Recôncavo;2000;7,7;27,7;0,4;63,4;0,2;0,7
2928703;Santo Antônio de Jesus;Recôncavo;2000;26,1;20,2;0;51,9;0,4;1,4
2928802;Santo Estevão;Portal do Sertão;2000;15,3;19,3;0;63,1;0,7;1,4
2928901;São Desidério;Bacia do Rio Grande;2000;30,3;5,3;0,1;60,3;0,2;3,7
2928950;São Domingos;Sisal;2000;24,4;4,5;0,1;69;0,1;2
2929107;São Felipe;Recôncavo;2000;10,6;17,3;0,1;71,6;0,1;0,2
2929008;São Félix;Recôncavo;2000;10;24,6;0,5;63,8;0,4;0,8
2929057;São Félix do Coribe;Bacia do Rio Corrente;2000;40;6,9;0;51,9;0,1;1,1
2929206;São Francisco do Conde;Metropolitano de Salvador;2000;8,8;28,2;0;62,1;0,3;0,5
2929255;São Gabriel;Irecê;2000;29;3;;67,2;0;0,7
2929305;São Gonçalo dos Campos;Portal do Sertão;2000;9;31,3;0,1;58,3;0,9;0,5
2929354;São José da Vitória;Litoral Sul;2000;16,2;13,9;;69,6;0,2;0,1
2929370;São José do Jacuípe;Bacia do Jacuípe;2000;24,3;8,8;0,2;65,6;0,8;0,3
2929404;São Miguel das Matas;Vale do Jiquiriçá;2000;27,9;20,1;;51,2;0,1;0,8
2929503;São Sebastião do Passé;Metropolitano de Salvador;2000;9,4;23,3;0,1;66,2;0,4;0,5
2929602;Sapeaçu;Recôncavo;2000;16,4;23,6;0,2;58,5;0,1;1,1
2929701;Sátiro Dias;Litoral Norte e Agreste Baiano;2000;34,2;7,2;0;57,4;0,7;0,5
2929750;Saubara;Recôncavo;2000;7,4;18,7;0,3;73,1;0,2;0,3
2929800;Saúde;Piemonte da Diamantina;2000;20,1;5,9;0,2;73,2;0,3;0,3
2929909;Seabra;Chapada Diamantina;2000;30,2;9,8;0;59;0,1;0,9
2930006;Sebastião Laranjeiras;Sertão Produtivo;2000;39,3;5,1;;55,5;0,1;0,1
2930105;Senhor do Bonfim;Piemonte Norte do Itapicuru;2000;27,8;4,3;0,1;66,7;0,4;0,6
2930204;Sento Sé;Sertão do São Francisco;2000;24,1;9,8;0,4;64,1;0,4;1,2
2930154;Serra do Ramalho;Velho Chico;2000;24,9;9,9;;61,2;0,4;3,6
2930303;Serra Dourada;Bacia do Rio Corrente;2000;24,5;7,5;0,1;66,6;0,2;1
2930402;Serra Preta;Bacia do Jacuípe;2000;10,9;13;;75,3;0,2;0,5
2930501;Serrinha;Sisal;2000;23,8;12,9;0,3;62,1;0,4;0,6
2930600;Serrolândia;Piemonte da Diamantina;2000;25,5;8,7;0,1;65;0,1;0,6
2930709;Simões Filho;Metropolitano de Salvador;2000;14,3;18;0,5;65,8;0,7;0,7
2930758;Sítio do Mato;Velho Chico;2000;19,7;9,2;0;70;0,7;0,4
2930766;Sítio do Quinto;Semiárido Nordeste II;2000;29,9;6,9;0,1;61,8;0,5;0,8
2930774;Sobradinho;Sertão do São Francisco;2000;35,3;10,2;0,4;51,5;0,6;2
2930808;Souto Soares;Chapada Diamantina;2000;25,2;7,9;0,1;66;0,1;0,7
2930907;Tabocas do Brejo Velho;Bacia do Rio Corrente;2000;38;4,4;;57,1;0;0,5
2931004;Tanhaçu;Sertão Produtivo;2000;35,4;5,9;;58,5;;0,3
2931053;Tanque Novo;Sertão Produtivo;2000;15,6;9;;74,8;0;0,6
2931103;Tanquinho;Portal do Sertão;2000;14,4;14,2;0,1;70,5;0,5;0,2
2931202;Taperoá;Baixo Sul;2000;14,7;17,1;0,2;67,9;;0,1
2931301;Tapiramutá;Piemonte do Paraguaçu;2000;17,6;14;0,1;67,6;0;0,7
2931350;Teixeira de Freitas;Extremo Sul;2000;32,5;7,5;0,1;58,5;0,5;0,8
2931400;Teodoro Sampaio;Portal do Sertão;2000;5,9;16,3;;76,6;0,7;0,5
2931509;Teofilândia;Sisal;2000;21,8;10,6;;67,2;0,1;0,3
2931608;Teolândia;Baixo Sul;2000;19;14,6;0,2;65,3;0,1;0,8
2931707;Terra Nova;Portal do Sertão;2000;6,9;20;0;72,1;0;0,9
2931806;Tremedal;Sudoeste Baiano;2000;40;7;0,4;51,8;0,1;0,7
2931905;Tucano;Sisal;2000;35;5,5;0,1;58,1;0,3;1
2932002;Uauá;Sertão do São Francisco;2000;35,1;3,4;0,1;61;0,1;0,3
2932101;Ubaíra;Vale do Jiquiriçá;2000;26,5;14,6;;58,5;0,1;0,4
2932200;Ubaitaba;Litoral Sul;2000;13,6;14,3;0,1;71,5;0,1;0,4
2932309;Ubatã;Médio Rio de Contas;2000;20,3;10,4;;63,9;;5,4
2932408;Uibaí;Irecê;2000;34,5;7,8;0,3;54,3;0,1;3,1
2932457;Umburanas;Piemonte da Diamantina;2000;19,2;8,5;0,4;70,1;;1,8
2932507;Una;Litoral Sul;2000;11,1;19;0,1;68,3;0,4;1,1
2932606;Urandi;Sertão Produtivo;2000;36,7;9,5;;53,6;;0,2
2932705;Uruçuca;Litoral Sul;2000;17,7;14,4;0,6;63,8;0,4;3
2932804;Utinga;Chapada Diamantina;2000;22,2;12,7;0,2;63,9;0,1;0,9
2932903;Valença;Baixo Sul;2000;19,1;17,2;0,1;62,5;0,2;0,9
2933000;Valente;Sisal;2000;37,1;4;0,2;57,8;0,1;0,9
2933059;Várzea da Roça;Bacia do Jacuípe;2000;41,1;8;0,1;49,2;0,2;1,4
2933109;Várzea do Poço;Bacia do Jacuípe;2000;24,9;4,3;0,1;69,7;0;1
2933158;Várzea Nova;Piemonte da Diamantina;2000;17,9;5,4;0,4;75,1;0,4;0,9
2933174;Varzedo;Recôncavo;2000;20,1;17,4;0,3;59,7;;2,5
2933208;Vera Cruz;Metropolitano de Salvador;2000;13,6;19,9;0,3;59,7;0,2;6,2
2933257;Vereda;Extremo Sul;2000;36,5;8,3;;54;0,4;0,8
2933307;Vitória da Conquista;Sudoeste Baiano;2000;36,1;6,5;0,1;56,1;0,3;0,8
2933406;Wagner;Chapada Diamantina;2000;16,1;12,1;;71,1;0,2;0,5
2933455;Wanderley;Bacia do Rio Grande;2000;30,1;2,8;;66,3;0;0,8
2933505;Wenceslau Guimarães;Baixo Sul;2000;14,6;9,5;0,6;67,9;0,2;7,3
2933604;Xique-Xique;Irecê;2000;22,4;8,1;0,1;68,3;0,1;1,1
2900108;Abaíra;Chapada Diamantina;2010;43,2;4,4;0,6;51,8;0,1;
2900207;Abaré;Itaparica;2010;11,8;9,6;1,5;73,9;3,2;
2900306;Acajutiba;Litoral Norte e Agreste Baiano;2010;20,9;13,4;1,8;63,8;0,1;
2900355;Adustina;Semiárido Nordeste II;2010;33,4;5,5;1;60,1;0;
2900405;Água Fria;Portal do Sertão;2010;8;18,6;1,6;71,4;0,3;
2900603;Aiquara;Médio Rio de Contas;2010;14,6;23;1,1;61,2;0,1;
2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2010;17;23,1;1,6;58,1;0,2;0
2900801;Alcobaça;Extremo Sul;2010;15,2;22,4;0,8;61,3;0,3;
2900900;Almadina;Litoral Sul;2010;17,8;20,4;1,1;60,5;0,1;
2901007;Amargosa;Vale do Jiquiriçá;2010;19,8;20,2;0,6;59,3;0,1;
2901106;Amélia Rodrigues;Portal do Sertão;2010;8,2;26,7;0,6;64,4;0;
2901155;América Dourada;Irecê;2010;16,3;19,7;1,5;62,2;0,3;
2901205;Anagé;Sudoeste Baiano;2010;31,9;6,9;0,7;60,5;0;
2901304;Andaraí;Chapada Diamantina;2010;11,1;16,6;0,9;71,4;;
2901353;Andorinha;Piemonte Norte do Itapicuru;2010;28,1;5,8;1,5;64,3;0,3;
2901403;Angical;Bacia do Rio Grande;2010;27,8;9,4;1,3;61,4;0;
2901502;Anguera;Portal do Sertão;2010;7,9;16;0,6;75,5;;
2901601;Antas;Semiárido Nordeste II;2010;39,9;5,2;0,1;54,7;0;
2901700;Antônio Cardoso;Portal do Sertão;2010;7;55,1;0,8;37,1;;
2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2010;21,9;9,5;1;67,6;;
2901908;Aporá;Litoral Norte e Agreste Baiano;2010;24,3;9,9;0,5;65,4;;
2901957;Apuarema;Médio Rio de Contas;2010;21;9,5;0,1;69,4;;
2902054;Araçás;Litoral Norte e Agreste Baiano;2010;11,1;24;1,6;63;0,4;
2902005;Aracatu;Sudoeste Baiano;2010;33,7;4,1;0,2;61,9;0,1;
2902104;Araci;Sisal;2010;22,2;7,7;0,7;69;0,1;0,2
2902203;Aramari;Litoral Norte e Agreste Baiano;2010;7,1;25;1,2;66,7;;
2902252;Arataca;Litoral Sul;2010;16,4;14,4;1;68,2;0;
2902302;Aratuípe;Baixo Sul;2010;11,3;23;1,4;64;0,3;
2902401;Aurelino Leal;Litoral Sul;2010;11,8;22,4;1,5;64,3;;
2902500;Baianópolis;Bacia do Rio Grande;2010;28,7;4,7;1,1;65,5;;
2902609;Baixa Grande;Bacia do Jacuípe;2010;14,8;9,9;0,6;74,7;;
2902658;Banzaê;Semiárido Nordeste II;2010;32,3;2,9;0,2;48,4;16,2;
2902708;Barra;Velho Chico;2010;16,3;13,1;1,1;69,4;0;
2902807;Barra da Estiva;Chapada Diamantina;2010;40,4;5,4;0,4;53,8;0,1;
2902906;Barra do Choça;Sudoeste Baiano;2010;27,8;9,6;1;61,1;0,5;
2903003;Barra do Mendes;Irecê;2010;28,1;5,1;0,3;66,5;0;
2903102;Barra do Rocha;Médio Rio de Contas;2010;14,6;15,8;0,4;68,5;0,7;
2903201;Barreiras;Bacia do Rio Grande;2010;26,8;9,7;1,7;61,5;0,3;
2903235;Barro Alto;Irecê;2010;33,7;5;1,3;59,8;0,2;
2903300;Barro Preto/Lomanto Junior;Litoral Sul;2010;11,5;15,8;0,4;71,9;0,4;
2903276;Barrocas;Sisal;2010;31,2;16,1;1,4;51,2;0,1;
2903409;Belmonte;Costa do Descobrimento;2010;13,6;11,5;0,8;72,6;1,6;
2903508;Belo Campo;Sudoeste Baiano;2010;27,5;6,9;0,2;65,4;;
2903607;Biritinga;Sisal;2010;12,7;17,7;1,7;67,7;0,3;
2903706;Boa Nova;Médio Rio de Contas;2010;28,8;10,1;1;60,2;;
2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2010;17;20,4;2,2;59,8;0,5;
2903904;Bom Jesus da Lapa;Velho Chico;2010;22,3;19,1;1,5;56,8;0,3;
2903953;Bom Jesus da Serra;Sudoeste Baiano;2010;33;5,8;0,3;60,7;0,2;
2904001;Boninal;Chapada Diamantina;2010;19,3;16,8;1,4;62,5;;
2904050;Bonito;Chapada Diamantina;2010;23,8;10,6;2,2;62,7;0,7;
2904100;Boquira;Bacia do Paramirim;2010;28,9;4,7;1,1;65,2;;
2904209;Botuporã;Bacia do Paramirim;2010;26,9;9,1;1,1;62,6;0,2;
2904308;Brejões;Vale do Jiquiriçá;2010;22,4;15,8;1,4;60,3;0,1;
2904407;Brejolândia;Bacia do Rio Corrente;2010;30,6;8,1;0,5;60,8;;
2904506;Brotas de Macaúbas;Velho Chico;2010;30,5;6,5;1,3;61,7;0;
2904605;Brumado;Sertão Produtivo;2010;42,4;5,2;0,5;51,8;0,1;
2904704;Buerarema;Litoral Sul;2010;15,8;17,2;1,1;65,1;0,9;
2904753;Buritirama;Bacia do Rio Grande;2010;20,5;3,3;1,7;74,2;0,3;
2904803;Caatiba;Médio Sudoeste da Bahia;2010;23,2;8,6;0,2;68,1;;
2904852;Cabaceiras do Paraguaçu;Recôncavo;2010;10,8;29,3;1,1;58,7;0;
2904902;Cachoeira;Recôncavo;2010;10,7;38,3;2;48,7;0,3;
2905008;Caculé;Sertão Produtivo;2010;38,7;5,4;0,6;55,1;0,3;
2905107;Caém;Piemonte da Diamantina;2010;14,6;15,1;2,2;68;0;
2905156;Caetanos;Sudoeste Baiano;2010;35,4;2,9;0,8;61;;
2905206;Caetité;Sertão Produtivo;2010;40,2;6,9;0,7;52,1;0,1;
2905305;Cafarnaum;Irecê;2010;16,8;8,3;1,5;73,4;;
2905404;Cairu;Baixo Sul;2010;13,7;17,8;1,8;66,5;0,2;
2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2010;18,3;8,4;0,7;72,4;0,2;
2905602;Camacan;Litoral Sul;2010;16,1;18,1;1,4;63,3;1,1;
2905701;Camaçari;Metropolitano de Salvador;2010;16,5;21,9;1,8;59,4;0,4;
2905800;Camamu;Baixo Sul;2010;13,2;31,8;1,1;53,5;0,3;
2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2010;21,6;9,2;3,5;65,8;;
2906006;Campo Formoso;Piemonte Norte do Itapicuru;2010;23,9;12,2;1,8;61,8;0,2;
2906105;Canápolis;Bacia do Rio Corrente;2010;40,6;5,2;0,5;53,6;0,1;
2906204;Canarana;Irecê;2010;23,7;7,6;0,7;67,9;0,1;
2906303;Canavieiras;Litoral Sul;2010;17,3;13,4;1,4;67,4;0,5;
2906402;Candeal;Sisal;2010;11,8;22,2;1,2;64,9;;
2906501;Candeias;Metropolitano de Salvador;2010;9,5;27,8;1,3;61,4;0,1;
2906600;Candiba;Sertão Produtivo;2010;32,2;6,8;0,9;60;0,1;
2906709;Cândido Sales;Sudoeste Baiano;2010;27,3;5,6;0,7;66,4;;
2906808;Cansanção;Sisal;2010;23,7;5,5;0,4;70,1;0,2;
2906824;Canudos;Sertão do São Francisco;2010;24,9;6,8;1,7;65,6;0,9;
2906857;Capela do Alto Alegre;Bacia do Jacuípe;2010;36,4;8,6;1,1;53,9;0,1;
2906873;Capim Grosso;Bacia do Jacuípe;2010;29,5;12,2;0,6;57,6;0,1;
2906899;Caraíbas;Sudoeste Baiano;2010;39,5;3,3;0,7;56,6;;
2906907;Caravelas;Extremo Sul;2010;14,8;18,7;1,1;65,3;0;
2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2010;10;26,9;2,9;59,6;0,6;
2907103;Carinhanha;Velho Chico;2010;20,7;11;1,4;66,9;;
2907202;Casa Nova;Sertão do São Francisco;2010;32,3;7,3;1;59,1;0,2;
2907301;Castro Alves;Recôncavo;2010;11,8;22,3;0,9;64,8;0,2;
2907400;Catolândia;Bacia do Rio Grande;2010;26,5;7,9;1,2;64,3;0,2;
2907509;Catu;Litoral Norte e Agreste Baiano;2010;12,7;18,6;1,9;66,7;;
