;Codigo.do.Municipio;Municipios;Territorios.de.Identidade;Ano;situacao_conjugal;total_civil
424;2900702;Alagoinhas;Litoral Norte e Agreste Baiano;2010;casado;35917
425;2900801;Alcobaça;Extremo Sul;2010;casado;4557
426;2900900;Almadina;Litoral Sul;2010;casado;746
427;2901007;Amargosa;Vale do Jiquiriçá;2010;casado;6816
428;2901106;Amélia Rodrigues;Portal do Sertão;2010;casado;5151
429;2901155;América Dourada;Irecê;2010;casado;4183
430;2901205;Anagé;Sudoeste Baiano;2010;casado;8924
431;2901304;Andaraí;Chapada Diamantina;2010;casado;1986
432;2901353;Andorinha;Piemonte Norte do Itapicuru;2010;casado;3397
433;2901403;Angical;Bacia do Rio Grande;2010;casado;4811
434;2901502;Anguera;Portal do Sertão;2010;casado;2510
435;2901601;Antas;Semiárido Nordeste II;2010;casado;3462
436;2901700;Antônio Cardoso;Portal do Sertão;2010;casado;2552
437;2901809;Antônio Gonçalves;Piemonte Norte do Itapicuru;2010;casado;2707
438;2901908;Aporá;Litoral Norte e Agreste Baiano;2010;casado;4269
439;2901957;Apuarema;Médio Rio de Contas;2010;casado;937
440;2902054;Araçás;Litoral Norte e Agreste Baiano;2010;casado;1704
441;2902005;Aracatu;Sudoeste Baiano;2010;casado;4582
442;2902104;Araci;Sisal;2010;casado;9044
443;2902203;Aramari;Litoral Norte e Agreste Baiano;2010;casado;1773
444;2902252;Arataca;Litoral Sul;2010;casado;1046
445;2902302;Aratuípe;Baixo Sul;2010;casado;1735
446;2902401;Aurelino Leal;Litoral Sul;2010;casado;1424
447;2902500;Baianópolis;Bacia do Rio Grande;2010;casado;4990
448;2902609;Baixa Grande;Bacia do Jacuípe;2010;casado;5001
449;2902658;Banzaê;Semiárido Nordeste II;2010;casado;2006
450;2902708;Barra;Velho Chico;2010;casado;11566
451;2902807;Barra da Estiva;Chapada Diamantina;2010;casado;5831
452;2902906;Barra do Choça;Sudoeste Baiano;2010;casado;8012
453;2903003;Barra do Mendes;Irecê;2010;casado;4049
454;2903102;Barra do Rocha;Médio Rio de Contas;2010;casado;958
455;2903201;Barreiras;Bacia do Rio Grande;2010;casado;36658
456;2903235;Barro Alto;Irecê;2010;casado;3892
457;2903300;Barro Preto/Lomanto Junior;Litoral Sul;2010;casado;728
458;2903276;Barrocas;Sisal;2010;casado;4608
459;2903409;Belmonte;Costa do Descobrimento;2010;casado;3687
460;2903508;Belo Campo;Sudoeste Baiano;2010;casado;4621
461;2903607;Biritinga;Sisal;2010;casado;3100
462;2903706;Boa Nova;Médio Rio de Contas;2010;casado;3816
463;2903805;Boa Vista do Tupim;Piemonte do Paraguaçu;2010;casado;3170
464;2903904;Bom Jesus da Lapa;Velho Chico;2010;casado;15670
465;2903953;Bom Jesus da Serra;Sudoeste Baiano;2010;casado;2709
466;2904001;Boninal;Chapada Diamantina;2010;casado;3911
467;2904050;Bonito;Chapada Diamantina;2010;casado;2470
468;2904100;Boquira;Bacia do Paramirim;2010;casado;6816
469;2904209;Botuporã;Bacia do Paramirim;2010;casado;3658
470;2904308;Brejões;Vale do Jiquiriçá;2010;casado;2447
471;2904407;Brejolândia;Bacia do Rio Corrente;2010;casado;4192
472;2904506;Brotas de Macaúbas;Velho Chico;2010;casado;3288
473;2904605;Brumado;Sertão Produtivo;2010;casado;22796
474;2904704;Buerarema;Litoral Sul;2010;casado;2885
475;2904753;Buritirama;Bacia do Rio Grande;2010;casado;5264
476;2904803;Caatiba;Médio Sudoeste da Bahia;2010;casado;2568
477;2904852;Cabaceiras do Paraguaçu;Recôncavo;2010;casado;4060
478;2904902;Cachoeira;Recôncavo;2010;casado;5717
479;2905008;Caculé;Sertão Produtivo;2010;casado;7932
480;2905107;Caém;Piemonte da Diamantina;2010;casado;2009
481;2905156;Caetanos;Sudoeste Baiano;2010;casado;4082
482;2905206;Caetité;Sertão Produtivo;2010;casado;17095
483;2905305;Cafarnaum;Irecê;2010;casado;3581
484;2905404;Cairu;Baixo Sul;2010;casado;1748
485;2905503;Caldeirão Grande;Piemonte Norte do Itapicuru;2010;casado;2428
486;2905602;Camacan;Litoral Sul;2010;casado;4834
487;2905701;Camaçari;Metropolitano de Salvador;2010;casado;51423
488;2905800;Camamu;Baixo Sul;2010;casado;3683
489;2905909;Campo Alegre de Lourdes;Sertão do São Francisco;2010;casado;10223
490;2906006;Campo Formoso;Piemonte Norte do Itapicuru;2010;casado;19242
491;2906105;Canápolis;Bacia do Rio Corrente;2010;casado;3794
492;2906204;Canarana;Irecê;2010;casado;6465
493;2906303;Canavieiras;Litoral Sul;2010;casado;4115
494;2906402;Candeal;Sisal;2010;casado;2435
495;2906501;Candeias;Metropolitano de Salvador;2010;casado;19005
496;2906600;Candiba;Sertão Produtivo;2010;casado;5127
497;2906709;Cândido Sales;Sudoeste Baiano;2010;casado;8958
498;2906808;Cansanção;Sisal;2010;casado;6818
499;2906824;Canudos;Sertão do São Francisco;2010;casado;2379
500;2906857;Capela do Alto Alegre;Bacia do Jacuípe;2010;casado;2983
501;2906873;Capim Grosso;Bacia do Jacuípe;2010;casado;6303
502;2906899;Caraíbas;Sudoeste Baiano;2010;casado;3424
503;2906907;Caravelas;Extremo Sul;2010;casado;4114
504;2907004;Cardeal da Silva;Litoral Norte e Agreste Baiano;2010;casado;1165
505;2907103;Carinhanha;Velho Chico;2010;casado;6115
506;2907202;Casa Nova;Sertão do São Francisco;2010;casado;17884
507;2907301;Castro Alves;Recôncavo;2010;casado;5137
508;2907400;Catolândia;Bacia do Rio Grande;2010;casado;908
509;2907509;Catu;Litoral Norte e Agreste Baiano;2010;casado;12003
510;2907558;Caturama;Bacia do Paramirim;2010;casado;3210
511;2907608;Central;Irecê;2010;casado;4301
512;2907707;Chorrochó;Itaparica;2010;casado;2978
513;2907806;Cícero Dantas;Semiárido Nordeste II;2010;casado;5338
514;2907905;Cipó;Semiárido Nordeste II;2010;casado;3722
515;2908002;Coaraci;Litoral Sul;2010;casado;3826
516;2908101;Côcos;Bacia do Rio Corrente;2010;casado;6275
517;2908200;Conceição da Feira;Portal do Sertão;2010;casado;4301
518;2908309;Conceição do Almeida;Recôncavo;2010;casado;3951
519;2908408;Conceição do Coité;Sisal;2010;casado;18666
520;2908507;Conceição do Jacuípe;Portal do Sertão;2010;casado;6833
521;2908606;Conde;Litoral Norte e Agreste Baiano;2010;casado;3287
522;2908705;Condeúba;Sudoeste Baiano;2010;casado;5329
523;2908804;Contendas do Sincorá;Sertão Produtivo;2010;casado;1185
524;2908903;Coração de Maria;Portal do Sertão;2010;casado;4882
525;2909000;Cordeiros;Sudoeste Baiano;2010;casado;3110
526;2909109;Coribe;Bacia do Rio Corrente;2010;casado;4893
527;2909208;Coronel João Sá;Semiárido Nordeste II;2010;casado;3542
528;2909307;Correntina;Bacia do Rio Corrente;2010;casado;10511
529;2909406;Cotegipe;Bacia do Rio Grande;2010;casado;3568
530;2909505;Cravolândia;Vale do Jiquiriçá;2010;casado;970
531;2909604;Crisópolis;Litoral Norte e Agreste Baiano;2010;casado;5190
532;2909703;Cristópolis;Bacia do Rio Grande;2010;casado;4995
533;2909802;Cruz das Almas;Recôncavo;2010;casado;14055
534;2909901;Curaçá;Sertão do São Francisco;2010;casado;8499
535;2910008;Dário Meira;Médio Rio de Contas;2010;casado;2232
536;2910057;Dias D'Ávila;Metropolitano de Salvador;2010;casado;14444
537;2910107;Dom Basílio;Sertão Produtivo;2010;casado;4795
538;2910206;Dom Macedo Costa;Recôncavo;2010;casado;1064
539;2910305;Elísio Medrado;Vale do Jiquiriçá;2010;casado;2280
540;2910404;Encruzilhada;Sudoeste Baiano;2010;casado;5763
541;2910503;Entre Rios;Litoral Norte e Agreste Baiano;2010;casado;7228
542;2900504;Érico Cardoso;Bacia do Paramirim;2010;casado;3393
543;2910602;Esplanada;Litoral Norte e Agreste Baiano;2010;casado;6057
544;2910701;Euclides da Cunha;Semiárido Nordeste II;2010;casado;9865
545;2910727;Eunápolis;Costa do Descobrimento;2010;casado;21099
546;2910750;Fátima;Semiárido Nordeste II;2010;casado;4447
547;2910776;Feira da Mata;Velho Chico;2010;casado;2168
548;2910800;Feira de Santana;Portal do Sertão;2010;casado;146661
549;2910859;Filadélfia;Piemonte Norte do Itapicuru;2010;casado;4818
550;2910909;Firmino Alves;Médio Sudoeste da Bahia;2010;casado;809
551;2911006;Floresta Azul;Litoral Sul;2010;casado;2381
552;2911105;Formosa do Rio Preto;Bacia do Rio Grande;2010;casado;5298
553;2911204;Gandu;Baixo Sul;2010;casado;5294
554;2911253;Gavião;Bacia do Jacuípe;2010;casado;1229
555;2911303;Gentio do Ouro;Irecê;2010;casado;3044
556;2911402;Glória;Itaparica;2010;casado;5087
557;2911501;Gongogi;Médio Rio de Contas;2010;casado;987
558;2911600;Governador Mangabeira;Recôncavo;2010;casado;5048
559;2911659;Guajeru;Sudoeste Baiano;2010;casado;3565
560;2911709;Guanambi;Sertão Produtivo;2010;casado;29469
561;2911808;Guaratinga;Costa do Descobrimento;2010;casado;4359
562;2911857;Heliópolis;Semiárido Nordeste II;2010;casado;2386
563;2911907;Iaçu;Piemonte do Paraguaçu;2010;casado;4465
564;2912004;Ibiassucê;Sertão Produtivo;2010;casado;4200
565;2912103;Ibicaraí;Litoral Sul;2010;casado;4125
566;2912202;Ibicoara;Chapada Diamantina;2010;casado;3600
567;2912301;Ibicuí;Médio Sudoeste da Bahia;2010;casado;2824
568;2912400;Ibipeba;Irecê;2010;casado;5241
569;2912509;Ibipitanga;Bacia do Paramirim;2010;casado;5324
570;2912608;Ibiquera;Piemonte do Paraguaçu;2010;casado;1015
571;2912707;Ibirapitanga;Baixo Sul;2010;casado;2385
572;2912806;Ibirapoã;Extremo Sul;2010;casado;1893
573;2912905;Ibirataia;Médio Rio de Contas;2010;casado;3047
574;2913002;Ibitiara;Chapada Diamantina;2010;casado;5177
575;2913101;Ibititá;Irecê;2010;casado;5659
576;2913200;Ibotirama;Velho Chico;2010;casado;5826
577;2913309;Ichu;Sisal;2010;casado;1660
578;2913408;Igaporã;Velho Chico;2010;casado;4993
579;2913457;Igrapiúna;Baixo Sul;2010;casado;1409
580;2913507;Iguaí;Médio Sudoeste da Bahia;2010;casado;5693
581;2913606;Ilhéus;Litoral Sul;2010;casado;35997
582;2913705;Inhambupe;Litoral Norte e Agreste Baiano;2010;casado;7566
583;2913804;Ipecaetá;Portal do Sertão;2010;casado;4358
584;2913903;Ipiaú;Médio Rio de Contas;2010;casado;8131
585;2914000;Ipirá;Bacia do Jacuípe;2010;casado;12985
586;2914109;Ipupiara;Irecê;2010;casado;3429
587;2914208;Irajuba;Vale do Jiquiriçá;2010;casado;1212
588;2914307;Iramaia;Chapada Diamantina;2010;casado;2329
589;2914406;Iraquara;Chapada Diamantina;2010;casado;3975
590;2914505;Irará;Portal do Sertão;2010;casado;5496
591;2914604;Irecê;Irecê;2010;casado;17688
592;2914653;Itabela;Costa do Descobrimento;2010;casado;5231
593;2914703;Itaberaba;Piemonte do Paraguaçu;2010;casado;13195
594;2914802;Itabuna;Litoral Sul;2010;casado;43218
595;2914901;Itacaré;Litoral Sul;2010;casado;3574
596;2915007;Itaeté;Chapada Diamantina;2010;casado;2800
597;2915106;Itagi;Médio Rio de Contas;2010;casado;1839
598;2915205;Itagibá;Médio Rio de Contas;2010;casado;3000
599;2915304;Itagimirim;Costa do Descobrimento;2010;casado;1562
600;2915353;Itaguaçu da Bahia;Irecê;2010;casado;2483
601;2915403;Itaju do Colônia;Litoral Sul;2010;casado;1008
602;2915502;Itajuípe;Litoral Sul;2010;casado;2808
603;2915601;Itamaraju;Extremo Sul;2010;casado;13395
604;2915700;Itamari;Médio Rio de Contas;2010;casado;1080
605;2915809;Itambé;Médio Sudoeste da Bahia;2010;casado;5126
606;2915908;Itanagra;Litoral Norte e Agreste Baiano;2010;casado;826
607;2916005;Itanhém;Extremo Sul;2010;casado;5891
608;2916104;Itaparica;Metropolitano de Salvador;2010;casado;3179
609;2916203;Itapé;Litoral Sul;2010;casado;1522
610;2916302;Itapebi;Costa do Descobrimento;2010;casado;1266
611;2916401;Itapetinga;Médio Sudoeste da Bahia;2010;casado;15146
612;2916500;Itapicuru;Litoral Norte e Agreste Baiano;2010;casado;5324
613;2916609;Itapitanga;Litoral Sul;2010;casado;1344
614;2916708;Itaquara;Vale do Jiquiriçá;2010;casado;1203
615;2916807;Itarantim;Médio Sudoeste da Bahia;2010;casado;4513
616;2916856;Itatim;Piemonte do Paraguaçu;2010;casado;2685
617;2916906;Itiruçu;Vale do Jiquiriçá;2010;casado;3049
618;2917003;Itiúba;Sisal;2010;casado;8301
619;2917102;Itororó;Médio Sudoeste da Bahia;2010;casado;3176
620;2917201;Ituaçu;Sertão Produtivo;2010;casado;6268
621;2917300;Ituberá;Baixo Sul;2010;casado;4073
622;2917334;Iuiu;Sertão Produtivo;2010;casado;3299
623;2917359;Jaborandi;Bacia do Rio Corrente;2010;casado;3125
624;2917409;Jacaraci;Sudoeste Baiano;2010;casado;5196
625;2917508;Jacobina;Piemonte da Diamantina;2010;casado;18743
626;2917607;Jaguaquara;Vale do Jiquiriçá;2010;casado;9466
627;2917706;Jaguarari;Piemonte Norte do Itapicuru;2010;casado;9034
628;2917805;Jaguaripe;Baixo Sul;2010;casado;2292
629;2917904;Jandaíra;Litoral Norte e Agreste Baiano;2010;casado;1604
630;2918001;Jequié;Médio Rio de Contas;2010;casado;35394
631;2918100;Jeremoabo;Semiárido Nordeste II;2010;casado;8613
632;2918209;Jiquiriçá;Vale do Jiquiriçá;2010;casado;2809
633;2918308;Jitaúna;Médio Rio de Contas;2010;casado;2316
634;2918357;João Dourado;Irecê;2010;casado;6242
635;2918407;Juazeiro;Sertão do São Francisco;2010;casado;50051
636;2918456;Jucuruçu;Extremo Sul;2010;casado;2079
637;2918506;Jussara;Irecê;2010;casado;3522
638;2918555;Jussari;Litoral Sul;2010;casado;786
639;2918605;Jussiape;Chapada Diamantina;2010;casado;2960
640;2918704;Lafayette Coutinho;Vale do Jiquiriçá;2010;casado;664
641;2919058;Lagedo do Tabocal;Vale do Jiquiriçá;2010;casado;1412
642;2918753;Lagoa Real;Sertão Produtivo;2010;casado;4915
643;2918803;Laje;Vale do Jiquiriçá;2010;casado;4539
644;2918902;Lajedão;Extremo Sul;2010;casado;930
645;2919009;Lajedinho;Piemonte do Paraguaçu;2010;casado;906
646;2919108;Lamarão;Sisal;2010;casado;1925
647;2919157;Lapão;Irecê;2010;casado;6936
648;2919207;Lauro de Freitas;Metropolitano de Salvador;2010;casado;38663
649;2919306;Lençóis;Chapada Diamantina;2010;casado;1341
650;2919405;Licínio de Almeida;Sudoeste Baiano;2010;casado;4822
651;2919504;Livramento de N. Senhora;Sertão Produtivo;2010;casado;16019
652;2919553;Luís Eduardo Magalhães;Bacia do Rio Grande;2010;casado;14494
653;2919603;Macajuba;Piemonte do Paraguaçu;2010;casado;2316
654;2919702;Macarani;Médio Sudoeste da Bahia;2010;casado;4323
655;2919801;Macaúbas;Bacia do Paramirim;2010;casado;14254
656;2919900;Macururé;Itaparica;2010;casado;2153
657;2919926;Madre de Deus;Metropolitano de Salvador;2010;casado;3967
658;2919959;Maetinga;Sudoeste Baiano;2010;casado;2160
659;2920007;Maiquinique;Médio Sudoeste da Bahia;2010;casado;1791
660;2920106;Mairi;Bacia do Jacuípe;2010;casado;5164
661;2920205;Malhada;Velho Chico;2010;casado;4267
662;2920304;Malhada de Pedras;Sertão Produtivo;2010;casado;3044
663;2920403;Manoel Vitorino;Médio Rio de Contas;2010;casado;3985
664;2920452;Mansidão;Bacia do Rio Grande;2010;casado;3421
665;2920502;Maracás;Vale do Jiquiriçá;2010;casado;5485
666;2920601;Maragogipe;Recôncavo;2010;casado;9009
667;2920700;Maraú;Litoral Sul;2010;casado;2394
668;2920809;Marcionílio Souza;Chapada Diamantina;2010;casado;1743
669;2920908;Mascote;Litoral Sul;2010;casado;1589
670;2921005;Mata de São João;Metropolitano de Salvador;2010;casado;6507
671;2921054;Matina;Velho Chico;2010;casado;3595
672;2921104;Medeiros Neto;Extremo Sul;2010;casado;5893
673;2921203;Miguel Calmon;Piemonte da Diamantina;2010;casado;7826
674;2921302;Milagres;Vale do Jiquiriçá;2010;casado;1890
675;2921401;Mirangaba;Piemonte da Diamantina;2010;casado;4250
676;2921450;Mirante;Sudoeste Baiano;2010;casado;2817
677;2921500;Monte Santo;Sisal;2010;casado;12285
678;2921609;Morpará;Velho Chico;2010;casado;2448
679;2921708;Morro do Chapéu;Chapada Diamantina;2010;casado;8649
680;2921807;Mortugaba;Sudoeste Baiano;2010;casado;4631
681;2921906;Mucugê;Chapada Diamantina;2010;casado;2720
682;2922003;Mucuri;Extremo Sul;2010;casado;8617
683;2922052;Mulungu do Morro;Irecê;2010;casado;1274
684;2922102;Mundo Novo;Piemonte do Paraguaçu;2010;casado;5712
685;2922201;Muniz Ferreira;Recôncavo;2010;casado;1493
686;2922250;Muquém do São Francisco;Velho Chico;2010;casado;1699
687;2922300;Muritiba;Recôncavo;2010;casado;6931
688;2922409;Mutuípe;Vale do Jiquiriçá;2010;casado;4465
689;2922508;Nazaré;Recôncavo;2010;casado;5405
690;2922607;Nilo Peçanha;Baixo Sul;2010;casado;1550
691;2922656;Nordestina;Sisal;2010;casado;2463
692;2922706;Nova Canaã;Médio Sudoeste da Bahia;2010;casado;4618
693;2922730;Nova Fátima;Bacia do Jacuípe;2010;casado;2248
694;2922755;Nova Ibiá;Médio Rio de Contas;2010;casado;991
695;2922805;Nova Itarana;Vale do Jiquiriçá;2010;casado;728
696;2922854;Nova Redenção;Chapada Diamantina;2010;casado;1771
697;2922904;Nova Soure;Semiárido Nordeste II;2010;casado;4999
698;2923001;Nova Viçosa;Extremo Sul;2010;casado;8503
699;2923035;Novo Horizonte;Chapada Diamantina;2010;casado;4047
700;2923050;Novo Triunfo;Semiárido Nordeste II;2010;casado;4330
701;2923100;Olindina;Litoral Norte e Agreste Baiano;2010;casado;5633
702;2923209;Oliveira dos Brejinhos;Velho Chico;2010;casado;6404
703;2923308;Ouriçangas;Litoral Norte e Agreste Baiano;2010;casado;1426
704;2923357;Ourolândia;Piemonte da Diamantina;2010;casado;3417
705;2923407;Palmas de Monte Alto;Sertão Produtivo;2010;casado;7200
706;2923506;Palmeiras;Chapada Diamantina;2010;casado;1839
707;2923605;Paramirim;Bacia do Paramirim;2010;casado;6875
708;2923704;Paratinga;Velho Chico;2010;casado;5941
709;2923803;Paripiranga;Semiárido Nordeste II;2010;casado;7720
710;2923902;Pau Brasil;Litoral Sul;2010;casado;1543
711;2924009;Paulo Afonso;Itaparica;2010;casado;32347
712;2924058;Pé de Serra;Bacia do Jacuípe;2010;casado;3657
713;2924108;Pedrão;Litoral Norte e Agreste Baiano;2010;casado;1346
714;2924207;Pedro Alexandre;Semiárido Nordeste II;2010;casado;3546
715;2924306;Piatã;Chapada Diamantina;2010;casado;6096
716;2924405;Pilão Arcado;Sertão do São Francisco;2010;casado;10564
717;2924504;Pindaí;Sertão Produtivo;2010;casado;6072
718;2924603;Pindobaçu;Piemonte Norte do Itapicuru;2010;casado;5093
719;2924652;Pintadas;Bacia do Jacuípe;2010;casado;2505
720;2924678;Piraí do Norte;Baixo Sul;2010;casado;926
721;2924702;Piripá;Sudoeste Baiano;2010;casado;3479
722;2924801;Piritiba;Piemonte do Paraguaçu;2010;casado;5362
723;2924900;Planaltino;Vale do Jiquiriçá;2010;casado;1434
724;2925006;Planalto;Sudoeste Baiano;2010;casado;6227
725;2925105;Poções;Sudoeste Baiano;2010;casado;10974
726;2925204;Pojuca;Metropolitano de Salvador;2010;casado;6760
727;2925253;Ponto Novo;Piemonte Norte do Itapicuru;2010;casado;3251
728;2925303;Porto Seguro;Costa do Descobrimento;2010;casado;22844
729;2925402;Potiraguá;Médio Sudoeste da Bahia;2010;casado;1713
730;2925501;Prado;Extremo Sul;2010;casado;5415
731;2925600;Presidente Dutra;Irecê;2010;casado;3234
732;2925709;Presidente Jânio Quadros;Sudoeste Baiano;2010;casado;3656
733;2925758;Presidente Tancredo Neves;Baixo Sul;2010;casado;3170
734;2925808;Queimadas;Sisal;2010;casado;6057
735;2925907;Quijingue;Sisal;2010;casado;4297
736;2925931;Quixabeira;Bacia do Jacuípe;2010;casado;2675
737;2925956;Rafael Jambeiro;Piemonte do Paraguaçu;2010;casado;5924
738;2926004;Remanso;Sertão do São Francisco;2010;casado;11772
739;2926103;Retirolândia;Sisal;2010;casado;4279
740;2926202;Riachão das Neves;Bacia do Rio Grande;2010;casado;5977
741;2926301;Riachão do Jacuípe;Bacia do Jacuípe;2010;casado;9648
742;2926400;Riacho de Santana;Velho Chico;2010;casado;8399
743;2926509;Ribeira do Amparo;Semiárido Nordeste II;2010;casado;2622
744;2926608;Ribeira do Pombal;Semiárido Nordeste II;2010;casado;8421
745;2926657;Ribeirão do Largo;Sudoeste Baiano;2010;casado;2713
746;2926707;Rio de Contas;Chapada Diamantina;2010;casado;5560
747;2926806;Rio do Antônio;Sertão Produtivo;2010;casado;5783
748;2926905;Rio do Pires;Bacia do Paramirim;2010;casado;4489
749;2927002;Rio Real;Litoral Norte e Agreste Baiano;2010;casado;6995
750;2927101;Rodelas;Itaparica;2010;casado;2144
751;2927200;Ruy Barbosa;Piemonte do Paraguaçu;2010;casado;6338
752;2927309;Salinas da Margarida;Recôncavo;2010;casado;2222
753;2927408;Salvador;Metropolitano de Salvador;2010;casado;624156
754;2927507;Santa Bárbara;Portal do Sertão;2010;casado;3323
755;2927606;Santa Brígida;Semiárido Nordeste II;2010;casado;3383
756;2927705;Santa Cruz Cabrália;Costa do Descobrimento;2010;casado;5163
757;2927804;Santa Cruz da Vitória;Médio Sudoeste da Bahia;2010;casado;928
758;2927903;Santa Inês;Vale do Jiquiriçá;2010;casado;1533
759;2928059;Santa Luzia;Litoral Sul;2010;casado;2159
760;2928109;Santa Maria da Vitória;Bacia do Rio Corrente;2010;casado;12702
761;2928406;Santa Rita de Cássia;Bacia do Rio Grande;2010;casado;7277
762;2928505;Santa Terezinha;Piemonte do Paraguaçu;2010;casado;1973
763;2928000;Santaluz;Sisal;2010;casado;9069
764;2928208;Santana;Bacia do Rio Corrente;2010;casado;8709
765;2928307;Santanópolis;Portal do Sertão;2010;casado;2172
766;2928604;Santo Amaro;Recôncavo;2010;casado;9975
